"","predicted.id","prediction.score.Ext_L25","prediction.score.Inh_6","prediction.score.Micro","prediction.score.Ext_Hpc_DG1","prediction.score.Oligo_2","prediction.score.Ext_Pir","prediction.score.Astro_HYPO","prediction.score.Ext_Hpc_DG2","prediction.score.Inh_Meis2_2","prediction.score.Astro_THAL_med","prediction.score.Inh_2","prediction.score.Inh_Vip","prediction.score.Oligo_1","prediction.score.Ext_Thal_1","prediction.score.Inh_Sst","prediction.score.Ext_L6","prediction.score.Ext_Hpc_CA1","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Inh_4","prediction.score.Inh_5","prediction.score.OPC_1","prediction.score.Ext_L23","prediction.score.LowQ_2","prediction.score.Ext_Hpc_CA3","prediction.score.Inh_1","prediction.score.Unk_1","prediction.score.Astro_AMY","prediction.score.Inh_Meis2_4","prediction.score.Ext_L5_2","prediction.score.Nb_2","prediction.score.Inh_Pvalb","prediction.score.OPC_2","prediction.score.Astro_THAL_lat","prediction.score.Astro_HPC","prediction.score.Inh_Meis2_1","prediction.score.Inh_Lamp5","prediction.score.Ext_ClauPyr","prediction.score.Inh_Meis2_3","prediction.score.Ext_Amy_2","prediction.score.Ext_Amy_1","prediction.score.Ext_Thal_2","prediction.score.Astro_WM","prediction.score.Inh_3","prediction.score.Astro_CTX","prediction.score.Ext_Unk_3","prediction.score.Astro_AMY_CTX","prediction.score.Nb_1","prediction.score.Ext_L6B","prediction.score.max","spot"
"exper0_location_13","Ext_Amy_2",0,0,0,0,0.0323051702260794,0.269856673288722,0,0,0,0,0,0,0.00899219754977706,0,0,0,0,0.0182956390127265,0,0,0,0,0,0,0,0.00714134735517279,0.0079021851166196,0.00819919942036896,0,0,0,0,0,0,0.00634848374885684,0.0104816817486332,0,0,0,0.606992338329311,0,0,0,0,0,0,0.0234850842037323,0,0,0.606992338329311,"exper0_location_13"
"exper0_location_14","Oligo_2",0.00133321707689653,0,0,0,0.173705308289755,0.114457049434209,0,0.0200921334730237,0,0,0,0,0,0.0202121574737359,0,0.0623467718534469,0,0,0.150463312145556,0,0.00362951856195994,0.164181814726349,0,0,0.00698632725317914,0.00386260618767723,0.0286631889555106,0,0,0,0,0,0.159343467911855,0,0,0.0231413496621127,0,0,0,0.033304263210246,0.0342775137844866,0,0,0,0,0,0,0,0,0.173705308289755,"exper0_location_14"
"exper0_location_15","OPC_2",0,0,0,0,0.288535152787198,0,0,0,0,0,0,0,0.0238763939658576,0,0,0,0,0,0.00535440816302616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682234045083919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682234045083919,"exper0_location_15"
"exper0_location_16","Ext_Amy_2",0.0447062123478729,0,0,0,0.0315669404530418,0,0,0.00293843185308917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420525278901335,0.0725498084882009,0.00391098767337288,0,0.00188860952753842,0,0,0,0,0,0.294240919939615,0,0,0,0,0,0,0.506145561827136,0,0,0,0,0,0,0,0,0,0.506145561827136,"exper0_location_16"
"exper0_location_17","Ext_Amy_2",0,0,0,0,0.0133587391337472,0.0154050843784919,0,0,0,0,0,0,0,0,0,0,0,0.0128738072508221,0,0,0,0.0147800227567872,0,0,0,0,0.0275327442624935,0,0,0,0,0,0,0,0,0.0171312869142049,0,0,0,0.891814053545971,0.00710426175748201,0,0,0,0,0,0,0,0,0.891814053545971,"exper0_location_17"
"exper0_location_18","Unk_1",0,0,0.0448184918146615,0,0.156262274191942,0.0152136542580881,0,0,0,0,0.0289269446236369,0,0,0.0365106798512634,0,0.00643349523745368,0,0,0.0172602790129138,0.0256609275347612,0,0,0.134483851142678,0,0.16423438237933,0.0376077206063762,0.193611492415062,0,0,0,0.0193170920453442,0,0,0,0,0,0,0,0,0,0,0,0.0791826722173068,0.0404760426691819,0,0,0,0,0,0.193611492415062,"exper0_location_18"
"exper0_location_19","Ext_Pir",0,0,0,0,0,0.240196852425032,0,0.0148363596162429,0,0,0.00861527431474101,0,0,0,0.0201513624675114,0,0,0.0682813371061426,0,0.0423356776923308,0,0,0,0,0,0.125271326277107,0.0457233142889127,0.030957084709239,0,0.0325231611269265,0,0,0,0,0.0240421260170082,0,0,0,0,0.0552821959158042,0,0,0,0.203081215377097,0,0,0.088702712665905,0,0,0.240196852425032,"exper0_location_19"
"exper0_location_20","OPC_1",0,0,0.0438373765680499,0,0.0148067745179696,0,0,0,0,0,0.00890078680584413,0,0,0,0,0,0,0,0,0.0140077945829294,0,0.71817284854432,0.138920966008003,0,0,0.0235126490292741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378408039436096,0,0,0,0,0,0.71817284854432,"exper0_location_20"
"exper0_location_21","Ext_L23",0,0,0,0,0,0.0968277487659256,0,0,0,0,0.00626044140915987,0,0,0,0,0.150659039944394,0,0.0188757950276871,0.0922464832058827,0.00833366153547961,0,0,0.366508772032639,0,0,0.0125201292593873,0,0.0213290126940982,0,0,0,0,0,0.040374384372034,0.0468448218439817,0,0,0,0,0,0,0,0,0.00913808315037514,0.08002125937054,0,0.0255090311663725,0,0.0245513362220438,0.366508772032639,"exper0_location_21"
"exper0_location_22","Ext_L6",0,0,0.036698053105562,0,0.00780620852528442,0.0819152307106797,0.0249869101270227,0,0,0.050640608337586,0,0,0,0,0,0.245080715771422,0,0.0152220599059339,0.198861344652363,0,0,0,0.0143051058887122,0,0,0,0.0626081972470027,0,0,0,0,0,0,0.0955822412534248,0,0,0,0,0,0,0,0,0,0.00417956779328991,0.0400688820619748,0,0,0,0.122044874619742,0.245080715771422,"exper0_location_22"
"exper0_location_23","Ext_Pir",0.101967960528647,0,0,0,0,0.407922155286886,0,0,0,0,0,0,0,0,0.0055783859042222,0.00628974475110956,0,0.17320243114937,0,0,0,0,0.183573975837244,0,0,0.00755263012369902,0.0768492959225688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373415703683119,0,0,0,0,0.0333292634594227,0.407922155286886,"exper0_location_23"
"exper0_location_24","LowQ_2",0.064467946209813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212267221915638,0,0.025075829903742,0,0,0.167751672900206,0.576099892636575,0,0.0285741473564599,0.0278249143426703,0,0,0,0,0,0,0,0,0,0,0,0,0.0800221189547837,0,0,0,0.0280608054765935,0,0,0,0,0,0.576099892636575,"exper0_location_24"
"exper0_location_25","Micro",0.0681157705530461,0,0.655659954302937,0,0,0.0513988736303445,0,0,0,0,0,0,0,0,0,0,0,0.104770891363432,0.0345007972272618,0,0.0116430452244559,0,0,0,0,0,0.0465891810724484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027321486626074,0.655659954302937,"exper0_location_25"
"exper0_location_26","Micro",0.0417679641475889,0,0.766120963662798,0,0.00248609573124928,0.0169349706580583,0.0110884563188514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156876023457313,0,0,0.00305295290922717,0,0,0,0,0,0,0,0,0,0,0,0,0.00167257311491352,0,0,0,0,0,0,0,0,0,0,0.766120963662798,"exper0_location_26"
"exper0_location_27","Ext_L23",0,0,0,0,0,0.425328959906121,0,0,0,0,0,0,0,0,0,0,0,0.00356686067577752,0,0,0,0,0.571104179418101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571104179418101,"exper0_location_27"
"exper0_location_28","Ext_Pir",0,0,0.221718808632428,0,0.123924122753897,0.226583658662337,0.011571699473974,0,0,0,0,0,0,0,0,0,0,0.00892647713741857,0,0,0,0,0.217455267606379,0,0,0,0,0,0,0,0,0,0,0.0682064798758218,0.00789567385367356,0,0,0,0,0,0,0,0,0,0.113717812004072,0,0,0,0,0.226583658662337,"exper0_location_28"
"exper0_location_29","Ext_L23",0.0406685659679551,0,0,0,0,0.143938873624695,0,0,0,0,0,0,0,0,0,0.0117573002600065,0,0.0667542938313096,0,0,0,0,0.433869297487349,0,0,0.0121668420283196,0.0194952112499551,0,0,0,0,0,0,0.0669368406428671,0.00623395922302939,0,0,0,0,0.113152493899108,0,0,0,0.00225182286052775,0.0626180990642094,0,0,0,0.0201563998606684,0.433869297487349,"exper0_location_29"
"exper0_location_30","Ext_L5_1",0.166415218068168,0,0.231615376436287,0,0.0272131935245687,0.0868863655117362,0.0542950947059259,0,0,0.0149641282605831,0,0,0,0,0.0113463178680529,0.00507458829494906,0,0.275660952158453,0,0.0105793393214263,0,0,0.0264891336647667,0,0,0.0157590597569105,0.0328056587794648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408955736487081,0,0,0.275660952158453,"exper0_location_30"
"exper0_location_31","Ext_Pir",0,0.00335725775020519,0.176698075097212,0,0.0671278830471915,0.226088125112271,0.0570544400710714,0,0,0,0,0,0,0,0.0324660163740965,0,0,0.00630437101337155,0,0.0150553516102818,0,0.116505121482525,0.0900637751687394,0,0,0.0114624007429335,0,0,0,0,0,0,0,0.0855374723032267,0,0,0,0,0,0,0,0,0,0,0.112279710226875,0,0,0,0,0.226088125112271,"exper0_location_31"
"exper0_location_32","Oligo_2",0,0,0,0,0.346708609179649,0,0.107965375096382,0,0,0.151983447182386,0,0,0,0,0.183714999567072,0,0,0,0,0.0163275449591489,0,0.092691648871265,0,0,0,0.0137485895512943,0.00577715231195984,0,0,0,0,0,0,0.0517968501707232,0,0,0,0,0,0,0,0,0,0.029285783110119,0,0,0,0,0,0.346708609179649,"exper0_location_32"
"exper0_location_33","Inh_Sst",0,0,0.0470257086157411,0,0,0.00553174488288162,0.00990989528899992,0,0,0,0,0,0,0,0.863958997641172,0,0.00158186227460957,0,0.0124772326713829,0.0136613650356768,0,0,0,0,0,0.0234253569607615,0,0,0,0,0,0,0,0,0,0,0.0128818438954583,0,0,0,0,0.00337225501437149,0,0.00617373771894478,0,0,0,0,0,0.863958997641172,"exper0_location_33"
"exper0_location_34","Inh_1",0.0260571538752106,0,0,0,0.0262561148544427,0,0,0,0,0,0.0234510472117177,0,0,0.00411146697403517,0,0,0,0,0,0.307372418801432,0,0,0.00550257086781479,0,0,0.421989787033763,0.0142848998124669,0,0.020305786007995,0,0,0.0275487328214882,0,0,0,0,0,0,0,0,0,0,0.0413593246222962,0.0740112526990723,0,0,0,0.0077494444182657,0,0.421989787033763,"exper0_location_34"
"exper0_location_35","Ext_Thal_1",0,0,0,0,0.05121243145496,0.00606311142634631,0,0,0,0,0.0294147408535176,0,0,0.405890382631537,0,0,0,0,0,0.0247859389762918,0,0,0,0,0,0.148238900511711,0.035464515301924,0,0.109272258499575,0,0.00720667811771327,0.0417077935804514,0,0,0,0,0.0330941864479717,0,0,0,0.0215058481550071,0,0,0.0334651049722499,0.0288120452431748,0,0,0.0238660638275688,0,0.405890382631537,"exper0_location_35"
"exper0_location_36","Ext_Thal_1",0,0,0,0,0.0182247478386355,0,0.0768693856978162,0,0.0783388954856307,0,0.0980520639253337,0.00672168303877309,0,0.354906657648006,0,0,0,0,0,0.0374159004103426,0.0246063764780923,0.0115666281450112,0.0240752152056688,0,0,0.0335487131592268,0.0556303482163642,0,0.0810494183486508,0,0,0,0,0.0292971695985566,0.00856494058425567,0.0275704328745339,0,0,0,0,0,0,0.00763515302921262,0.0259262703158888,0,0,0,0,0,0.354906657648006,"exper0_location_36"
"exper0_location_37","Inh_Sst",0,0,0,0,0,0.0544067227504039,0,0,0,0,0.00878268689378254,0.00560333677155174,0,0,0.352561491548183,0,0,0,0,0.0404184541995767,0,0,0,0,0,0.198722758516103,0.140849834324476,0.0333775677954156,0,0,0.0148362944413281,0.0173611794356202,0,0,0.011173353579629,0,0.00816269089746371,0,0,0,0,0,0.0224612756564934,0.0490909389481048,0.0118650265500151,0,0.0244209476341611,0.00590544005769218,0,0.352561491548183,"exper0_location_37"
"exper0_location_38","Astro_AMY",0,0.0351009461673582,0,0,0.00207406076159542,0,0.102468237742322,0.00364373899239351,0,0.0336113965355506,0,0,0,0,0,0,0,0,0.0023916889946334,0,0,0,0,0,0,0,0.0242698540520526,0.179818973716721,0,0,0,0,0,0.0613899652468681,0.1484344991234,0,0.0506314572315397,0,0.123364012193216,0,0,0,0.0107199157401993,0,0.158770057036094,0,0.0633111964660568,0,0,0.179818973716721,"exper0_location_38"
"exper0_location_39","Astro_HYPO",0.0202728167511807,0,0,0,0.00852691334401924,0,0.295015603564834,0,0,0.256064639028667,0,0,0,0.0579737872640997,0,0,0,0,0.01858675234283,0,0,0,0,0,0,0,0.00944073900912411,0.0100738298858511,0,0,0,0,0,0.10166329110176,0.0175389246054186,0.186067054819817,0,0,0,0,0,0,0,0,0,0,0.0187756482823983,0,0,0.295015603564834,"exper0_location_39"
"exper0_location_40","Ext_Unk_3",0.00433237241938873,0,0,0,0,0,0.0695752230511135,0,0,0,0.0139600980481304,0,0,0,0.166214966147571,0,0,0,0,0.0185410380952814,0,0.1574640430982,0,0,0,0.0490294718789227,0,0.0456045866995808,0,0,0,0,0,0,0.0605512668376642,0,0,0,0.0250389613139672,0,0,0.0139131760038571,0.0335007421159843,0.0139600980481304,0.0818755662772789,0.204046717441898,0.0390781008103299,0.00331357171270194,0,0.204046717441898,"exper0_location_40"
"exper0_location_41","Ext_Hpc_CA1",0.0129114792354647,0,0,0,0.00406836503226892,0,0,0.0203592512478345,0,0,0,0,0,0,0,0.00849535676374006,0.759820959817379,0.00202909559036529,0,0,0,0,0.00338388359620565,0,0.108432011165019,0,0.0395621542666248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409374432850981,0,0,0,0.759820959817379,"exper0_location_41"
"exper0_location_42","Astro_CTX",0.00212129695179484,0,0,0,0.00208956221835558,0.00182485632550678,0,0.00250930480804541,0,0,0,0,0,0,0,0,0.11953250920318,0,0,0,0,0,0,0,0.00668156398998995,0,0.00691145566330039,0.0816089279773978,0,0,0,0,0,0,0.098579895129057,0,0,0,0,0,0.000849793881100128,0,0.00645283607516832,0,0.352096493788971,0,0.318741503988132,0,0,0.352096493788971,"exper0_location_42"
"exper0_location_43","Inh_Lamp5",0,0,0,0,0,0,0,0.00409231922011503,0,0,0,0.0578514324888798,0,0,0,0,0.0838312554963407,0.0117165415192685,0,0,0,0,0,0,0,0,0.0176256058419424,0.078115628211909,0,0,0.00709009642632361,0,0,0,0.131954329334573,0,0.245150076534386,0,0,0,0,0,0.0085951101621832,0.00638687331089357,0.239679021433289,0,0.107911710019895,0,0,0.245150076534386,"exper0_location_43"
"exper0_location_44","Ext_Hpc_CA1",0,0,0,0,0,0,0,0.00493553241807435,0,0,0,0,0,0,0,0.00854363537330387,0.354530101929537,0.0116000082438736,0,0,0,0,0,0,0,0,0.01344431838667,0.029334810041267,0,0,0,0,0,0,0.124191379675433,0,0,0,0,0,0,0,0,0,0.256989105608566,0,0.196431108323275,0,0,0.354530101929537,"exper0_location_44"
"exper0_location_45","Astro_AMY_CTX",0.0160400408808682,0,0.0244474481579375,0,0.0351627390745897,0.0936354060411397,0.0233531115709204,0,0,0.0672372830973727,0.0614273888965218,0,0,0.0204233589953098,0,0.0927150405033691,0,0.0217045112283515,0,0.0695451761861288,0,0,0,0,0.031746127657194,0.0771497129233928,0.0727514696305984,0.0941611206661731,0,0,0,0,0,0.050218379010519,0,0,0,0,0,0,0,0,0,0.0523558499038407,0,0,0.0959258355757724,0,0,0.0959258355757724,"exper0_location_45"
"exper0_location_46","Ext_Hpc_CA1",0.00621089872152945,0,0.102555138601628,0,0.0711295360776387,0,0,0.00734914450362898,0,0,0.00848433543429744,0,0,0,0,0,0.336328664367765,0,0,0,0,0,0,0,0,0.00568249379599671,0.0459328993511685,0.0481913437218983,0,0,0,0,0,0,0.0606018477835519,0,0,0,0,0,0,0,0.00830188263044461,0.00595062864720962,0.195592168066543,0,0.0952528009187074,0.0024362173779918,0,0.336328664367765,"exper0_location_46"
"exper0_location_47","Inh_Meis2_3",0.00305945885895546,0,0,0,0,0,0,0,0,0,0.105782965254244,0,0,0,0.00406795580598231,0.0409525619716784,0,0.0136958222969707,0,0.0817445645403883,0,0,0.0770421363405556,0,0,0.114640641409739,0.0132617583417391,0,0,0,0.00846688663603236,0,0,0,0.0391293612806766,0,0.0460997366771445,0,0.173228432810859,0,0.00295377131105775,0,0.0415247410372973,0.0635663382109974,0.0415247410372973,0.0438190850032258,0.0854390411751599,0,0,0.173228432810859,"exper0_location_47"
"exper0_location_48","Ext_L6B",0.0190429427018554,0,0,0,0.00734842125522006,0.0186791029505517,0,0.0361408433651726,0,0,0,0,0,0,0,0.132329260060361,0,0.0243128130406328,0.0528810529404824,0.00898301054693129,0,0.0325826579703577,0,0,0.00904644764571458,0.0311519276539825,0.0325640319080423,0,0,0,0,0,0,0,0,0,0,0.0519806418071741,0.103191405944896,0,0,0,0,0.0401588619018047,0,0,0,0,0.399606578306821,0.399606578306821,"exper0_location_48"
"exper0_location_49","Ext_L6",0.0196676894989098,0,0,0,0.0833511260110023,0.0277903591302118,0,0.0174146478653829,0,0,0.00759658850426053,0,0,0,0,0.251285734822421,0,0.185608578092969,0,0.015138593810498,0,0.215365712036662,0,0,0.00892607792946241,0.0523375555101528,0,0,0,0,0,0,0,0,0,0.0454508606818625,0,0,0.0197144074085007,0.0467031264139976,0,0,0,0.0036489422837058,0,0,0,0,0,0.251285734822421,"exper0_location_49"
"exper0_location_50","Ext_Hpc_DG2",0,0,0,0.0162775680555886,0.0310746719788709,0.0166668630532191,0,0.359262530372065,0,0,0,0,0,0,0.0108068939930437,0,0,0.0869094944122887,0,0.0591503712338546,0,0,0,0,0,0.0366718472286662,0.0180452894119689,0,0,0,0,0.00359510567041401,0,0,0.0212816353149208,0,0,0,0.0288612086319852,0.0151066817473037,0,0.056172382960478,0.192490076032998,0.0143701016604619,0,0,0.0332572782418739,0,0,0.359262530372065,"exper0_location_50"
"exper0_location_51","Ext_Thal_1",0,0,0,0,0.290912220522208,0,0.0559651752603615,0,0,0.076956641892788,0,0,0,0.32453554266994,0,0,0,0,0,0,0.00491970259185748,0.0246324616335352,0.0137620075470003,0,0,0,0.0529658677007181,0.0143108701032005,0,0,0,0,0,0,0.0249060264793757,0,0.0595079350586073,0,0,0,0,0.0291887734925356,0,0,0,0.000776282971559282,0.0266604920763129,0,0,0.32453554266994,"exper0_location_51"
"exper0_location_52","Ext_ClauPyr",0.179279820205214,0,0,0,0.0409739871513021,0,0,0.0101618591952361,0,0,0,0,0,0,0.0322195830449045,0.0106338119514767,0,0.202772752382162,0,0.0455774199669117,0,0,0.0488597164457426,0,0,0.0155601129832464,0.0128151601527361,0,0,0,0,0.105200114735679,0,0,0,0,0.00344405219442381,0.210480563311225,0,0,0,0.0670383370199131,0,0,0,0.0149827092598264,0,0,0,0.210480563311225,"exper0_location_52"
"exper0_location_53","Ext_L25",0.57128420189112,0.0886273170488129,0,0,0,0.0409252037695909,0,0,0,0,0,0,0,0,0,0,0,0.197964261909003,0,0,0,0,0.055360187191644,0,0,0,0.0202971893891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255416388006787,0,0,0,0,0,0,0,0.57128420189112,"exper0_location_53"
"exper0_location_54","Ext_ClauPyr",0,0.00152686303470865,0,0,0,0.0239681052353832,0,0,0,0,0,0,0,0,0,0.0912715062628539,0,0.0287997001453974,0,0.0242771080768925,0,0.00437506725649933,0,0,0.00808353178554468,0.00700039829642409,0.132731536023492,0.0367920356132206,0,0,0,0,0,0,0,0,0,0.559486731812891,0,0,0,0.0198269059354029,0.0618605105212905,0,0,0,0,0,0,0.559486731812891,"exper0_location_54"
"exper0_location_55","Inh_Pvalb",0,0,0,0,0.00845402965463893,0,0,0,0,0,0,0.00524091260996205,0,0,0,0.0165832421126791,0,0.00201096021660078,0,0,0,0,0,0,0,0.00273675436818645,0.0128292268190127,0,0,0.056765003727472,0,0.850336277494655,0,0,0,0,0,0,0,0,0.00112588889903487,0,0,0,0,0,0,0,0.0439177040977581,0.850336277494655,"exper0_location_55"
"exper0_location_56","Ext_ClauPyr",0.00650200101792319,0.147949995471897,0,0,0,0.0462096940089389,0,0.0261286263762838,0.0714130464064263,0,0.0495557297443913,0,0,0,0.00972978344229757,0.0282040869186549,0,0,0,0.00813904569403782,0,0,0,0,0,0.0185665075136217,0.190557571149182,0,0,0,0,0,0,0,0,0.0459137001767636,0.0106802783597263,0.334637118759624,0,0,0,0,0,0.00145052211636765,0,0,0,0.00436229284386411,0,0.334637118759624,"exper0_location_56"
