Astro_AMY,Astro_AMY_CTX,Astro_CTX,Astro_HPC,Astro_HYPO,Astro_THAL_lat,Astro_THAL_med,Astro_WM,Ext_Amy_1,Ext_Amy_2,Ext_ClauPyr,Ext_Hpc_CA1,Ext_Hpc_CA3,Ext_Hpc_DG1,Ext_Hpc_DG2,Ext_L5_1,Ext_L5_2,Ext_L6,Ext_L6B,Ext_L23,Ext_L25,Ext_L56,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Ext_Unk_3,Inh_1,Inh_2,Inh_3,Inh_4,Inh_5,Inh_6,Inh_Lamp5,Inh_Meis2_1,Inh_Meis2_2,Inh_Meis2_3,Inh_Meis2_4,Inh_Pvalb,Inh_Sst,Inh_Vip,LowQ_2,Micro,Nb_1,Nb_2,OPC_1,OPC_2,Oligo_1,Oligo_2,Unk_1,spot
2.32630513987197e-05,2.32630513987206e-05,0.00421389369861243,0.0398970338658163,2.3263051398721e-05,0.000871815997071644,0.0100870103606107,0.00866367088854045,0.0126328112979416,2.32630513987211e-05,0.0431053752512672,0.0319862918335262,0.0490649172054754,0.028608647188185,2.32630513987147e-05,2.32630513987177e-05,0.0585751871606224,0.0722070647209613,0.168562405748211,2.32630513987255e-05,0.0544758228985676,0.0740436994936879,0.0139684857073189,2.32630513987215e-05,0.07159003304373,0.00704584809236917,2.32630513987386e-05,2.32630513987194e-05,2.3263051398699e-05,2.32630513986994e-05,2.32630513987216e-05,0.0721268618652022,2.32630513987182e-05,2.32630513987211e-05,2.32630513987195e-05,0.0640912294623496,0.0263686440953238,0.0506228353055672,2.32630513987212e-05,2.32630513987115e-05,2.32630513987165e-05,2.3263051398721e-05,2.53959508255197e-05,0.00521385046631503,2.32630513987212e-05,2.32630513987207e-05,0.00186050253102378,2.32630513987207e-05,0.00156687845808338,exper0_location_0
3.3232930569601e-05,3.32329305696011e-05,3.32329305696005e-05,0.0196212753986971,0.00149623897035195,3.32329305696011e-05,0.0210233867813637,0.00941560527085074,0.0159013921410477,0.00217819575395544,0.0867975828606597,3.32329305696017e-05,0.0296117421815904,0.0748097008119139,3.32329305695885e-05,3.3232930569601e-05,0.083843170384661,0.0974201393987984,0.0741528933765357,0.0566672739734953,3.73067125641414e-05,0.049122300682971,0.0535288640123043,3.32329305696031e-05,0.0548636664624474,3.32329305696009e-05,3.32329305695977e-05,0.00158944025424677,3.32329305696097e-05,0.059142259695217,0.0264448038419404,0.0821443752412869,0.00825303578677787,0.0142706575780406,0.017611967011643,4.60565222930012e-05,3.3232930569602e-05,0.00407465974495129,0.0102801978803861,3.32329305696012e-05,0.0096095840504919,0.00433708716174951,3.32329305696005e-05,0.0157197162890315,3.3232930569601e-05,3.32329305695992e-05,3.3232930569601e-05,3.32329305696012e-05,3.32329305696033e-05,exper0_location_1
0.0411469671904387,0.0214215600778812,3.32329305696012e-05,3.32329305695987e-05,3.32329305696004e-05,0.0143126421798305,3.32329305696025e-05,0.0128764993641867,3.32329305696052e-05,0.00634799959393811,0.078963676993819,0.0170116546359559,0.0293819745350939,0.0189733875317913,3.32329305695991e-05,0.00191341865885596,0.0544426152340685,0.078316941673068,0.138826315029475,0.0315204576196958,5.08844662246642e-05,3.37787189956192e-05,0.0574015082847899,0.0141733402385226,0.0418294742844955,3.3232930569601e-05,0.00162336916846787,3.32329305696147e-05,3.32329305696102e-05,3.32329305696004e-05,0.00612249496481648,0.0347510769715455,0.00231629305101236,0.00394217970228263,3.32329305696009e-05,3.32329305696006e-05,4.45037435046853e-05,0.152639536782564,0.0242778357565642,3.32329305695804e-05,0.0180795401061448,0.00756934548299499,0.0359472183769807,0.0265024167829425,0.00699261097427867,0.00132664892638812,0.0025841942700331,3.32329305696009e-05,3.32329305696041e-05,exper0_location_2
0.0164203019849157,0.0197492033900766,0.0568908215462583,2.32630513987219e-05,2.32630513987252e-05,2.32630513987191e-05,2.32630513987193e-05,2.32630513987207e-05,2.32630513987203e-05,2.32630513987114e-05,0.186647708928057,2.32630513987301e-05,2.32630513987218e-05,2.48132693428547e-05,2.80817249256507e-05,2.32630513987183e-05,0.17630690239417,2.32630513987092e-05,2.32630513987231e-05,0.0482139620732207,0.017787760557449,2.32630513987206e-05,2.3849640311103e-05,4.63246642089228e-05,2.32630513987208e-05,2.32630513987185e-05,0.0066552573016286,2.32630513987209e-05,2.32630513987677e-05,2.32630513987185e-05,0.0331809846482605,0.039550471387314,3.97629901330282e-05,2.32630513987031e-05,0.00359876841787058,0.0103434840237267,2.32630513987185e-05,0.121547835775662,2.32630513985994e-05,0.130450513469788,2.32630513987281e-05,2.32630513987207e-05,0.0277015531776455,0.00396556536747564,2.32630513987199e-05,0.0001828673574031,0.0190548744195098,0.0185430847924391,2.32630513987125e-05,exper0_location_3
0.0308520126629054,0.0166613946374745,2.32630513987214e-05,2.32630513987216e-05,2.32630513987242e-05,2.32630513987172e-05,2.32630513987215e-05,2.32630513987207e-05,0.0269437302181101,2.32630513986993e-05,0.00379748906990522,4.91568136401284e-05,2.32630513987151e-05,0.0256455753379083,0.00189476153247734,2.3263051398718e-05,0.212536537237084,0.0370131320664582,2.32630513987189e-05,0.0515391920094912,2.32630513987101e-05,2.32630513987263e-05,2.3263051398735e-05,2.32630513987198e-05,0.0072906534955704,0.00696347040626416,0.00326463953883703,2.32630513987141e-05,2.32630513987174e-05,2.32630513987327e-05,2.32630513987227e-05,0.0338423244444001,0.00716492335640508,3.29333724865068e-05,2.32630513987205e-05,2.3263051398726e-05,2.32630513987169e-05,0.170458354026721,2.32630513987202e-05,0.232797899050038,2.32630513987175e-05,2.32630513987195e-05,2.32630513987207e-05,0.014124559153362,2.32630513987197e-05,0.0127959506534018,0.0183015118668368,0.0313535643449323,2.32630513987158e-05,exper0_location_4
2.32630513987205e-05,0.0670511096742985,2.32630513987161e-05,2.32630513987211e-05,2.32630513987206e-05,2.32630513987223e-05,0.00154988295587494,0.0471489180441298,2.32630513987281e-05,2.32630513987203e-05,0.24574053391277,2.32630513987157e-05,0.0297006440138838,2.32630513987073e-05,0.00389786741898163,2.32630513987133e-05,0.246802102945363,3.74822185871288e-05,2.32630513987211e-05,2.32630513987143e-05,8.89794186908988e-05,2.49205469611082e-05,2.3263051398732e-05,0.00031573939424757,2.32630513987174e-05,2.32630513987255e-05,2.32630513987416e-05,2.32630513987219e-05,2.32630513987097e-05,2.32630513987168e-05,0.000476654546185035,0.0561668240342368,2.32630513987207e-05,2.32630513987209e-05,0.0112598214305545,4.0483711078631e-05,2.32630513987189e-05,0.199461116356303,2.32630513987175e-05,2.32630513986129e-05,2.32630513987245e-05,0.0020029448690333,0.0445975286330897,0.0296098190899061,2.32630513987215e-05,2.32630513987205e-05,2.32630513987207e-05,2.32630513987262e-05,2.32630513987189e-05,exper0_location_5
0.0957118035229267,2.32630513987177e-05,2.32630513987203e-05,2.32630513987209e-05,2.3263051398728e-05,2.32630513987206e-05,2.32630513987219e-05,0.00344865687260957,2.3263051398714e-05,2.32630513987181e-05,0.213758207128571,2.32630513987222e-05,2.32630513987112e-05,2.3263051398713e-05,2.32630513987206e-05,0.0338422718778236,0.234095182210706,3.27817519233688e-05,2.32630513987382e-05,2.32630513987313e-05,3.91459361631142e-05,0.0187695336996091,2.32630513987045e-05,2.32630513987214e-05,2.32630513987216e-05,2.3263051398726e-05,2.32630513987424e-05,2.32630513987116e-05,2.32630513987067e-05,2.32630513987002e-05,2.32630513987209e-05,0.0689590551689572,0.0300211236629761,3.6416572640942e-05,2.32630513987287e-05,2.32630513987074e-05,2.32630513987239e-05,0.209186908279884,2.32630513987183e-05,2.32630513987207e-05,2.32630513987245e-05,2.32630513987207e-05,0.0589165163011043,2.32630513987188e-05,0.00361222519985793,2.32630513987202e-05,0.00152109497596011,2.32630513987195e-05,0.0154393263234783,exper0_location_6
0.0196433288945523,0.00631749284899247,2.32630513987204e-05,0.0229297327464882,0.00232386234741032,2.32630513987159e-05,2.32630513987211e-05,0.0421983741017825,2.32630513987209e-05,2.32630513987245e-05,0.184025547115893,0.0101317840496542,2.32630513987174e-05,2.32630513987207e-05,2.32630513987092e-05,0.0150574478403165,0.0796362717026146,2.32630513987156e-05,2.32630513987249e-05,0.00948911305261763,0.00378285255463047,2.32630513987207e-05,2.3263051398709e-05,2.32630513987207e-05,2.32630513987207e-05,2.32630513987207e-05,2.32630513987153e-05,2.32630513987238e-05,0.0737848334825595,3.26475901877086e-05,0.00157902155986956,0.0279300529825887,0.0129466047075775,2.32630513987233e-05,2.32630513987196e-05,2.32630513987182e-05,2.32630513987192e-05,0.304352900410348,2.32630513987195e-05,2.32630513987203e-05,2.32630513987255e-05,0.000822623691874071,0.103777592398497,0.0240099916643923,2.32630513987209e-05,2.32630513987211e-05,2.32630513987214e-05,2.32630513987207e-05,0.0247236476421684,exper0_location_7
0.0366900379211991,0.062436357486207,1.62841359791037e-05,1.62841359791072e-05,1.62841359790988e-05,1.62841359791044e-05,1.62841359791051e-05,0.0294603923827414,1.62841359791076e-05,1.62841359791014e-05,0.316844394890113,2.07316548050582e-05,1.62841359791071e-05,1.6284135979106e-05,1.6284135979109e-05,1.62841359791141e-05,0.0421555797781846,3.16389698779087e-05,1.62841359791057e-05,1.62841359791004e-05,0.035963996041577,1.63606471212332e-05,1.62841359791207e-05,1.6284135979114e-05,1.62841359791043e-05,1.62841359791125e-05,1.62841359791076e-05,1.62841359791024e-05,1.62841359791034e-05,1.62841359791272e-05,0.115749238877932,0.0462226127304371,5.16458368277962e-05,1.62841359791106e-05,1.62841359791053e-05,1.62841359791099e-05,1.62841359791042e-05,0.2280749058402,1.97233590066921e-05,1.62841357779048e-05,1.62841359791043e-05,0.0162801883022021,0.0403537439165988,0.0034254574482818,1.62841359791019e-05,1.62841359791055e-05,1.62841359791044e-05,0.00766064536329845,1.62841359791077e-05,exper0_location_8
0.127293158516519,0.115538042626283,0.0280106735621901,2.32630513987236e-05,2.3263051398721e-05,4.91363756074416e-05,2.32630513987222e-05,2.32630513987203e-05,2.32630513987197e-05,2.32630513987183e-05,0.161818914893139,2.32630513987241e-05,2.3263051398721e-05,0.0164282124611598,2.32630513987462e-05,2.32630513987073e-05,0.134919897226556,2.32630513987178e-05,2.3263051398715e-05,2.32630513987218e-05,0.042079233885795,2.32630513987185e-05,2.32630513987195e-05,2.32630513987207e-05,2.32630513987199e-05,2.32630513987222e-05,2.32630513987122e-05,2.32630513987283e-05,0.0283429039594504,2.32630513987201e-05,0.0115050281981061,0.019981317663452,2.32630513987232e-05,2.32630513987196e-05,0.0136486011756317,2.57530424074702e-05,2.32630513987253e-05,0.20559459765007,3.36292658652045e-05,0.0109592946298296,2.32630513987195e-05,2.32630513987206e-05,0.0234157332285158,0.0184984846333846,2.32630513987236e-05,2.32630513987207e-05,2.32630513987204e-05,0.00420641021609435,2.32630513987265e-05,exper0_location_9
