,q05_nUMI_factorsAstro_AMY,q05_nUMI_factorsAstro_AMY_CTX,q05_nUMI_factorsAstro_CTX,q05_nUMI_factorsAstro_HPC,q05_nUMI_factorsAstro_HYPO,q05_nUMI_factorsAstro_THAL_lat,q05_nUMI_factorsAstro_THAL_med,q05_nUMI_factorsAstro_WM,q05_nUMI_factorsExt_Amy_1,q05_nUMI_factorsExt_Amy_2,q05_nUMI_factorsExt_ClauPyr,q05_nUMI_factorsExt_Hpc_CA1,q05_nUMI_factorsExt_Hpc_CA3,q05_nUMI_factorsExt_Hpc_DG1,q05_nUMI_factorsExt_Hpc_DG2,q05_nUMI_factorsExt_L23,q05_nUMI_factorsExt_L25,q05_nUMI_factorsExt_L56,q05_nUMI_factorsExt_L5_1,q05_nUMI_factorsExt_L5_2,q05_nUMI_factorsExt_L6,q05_nUMI_factorsExt_L6B,q05_nUMI_factorsExt_Pir,q05_nUMI_factorsExt_Thal_1,q05_nUMI_factorsExt_Thal_2,q05_nUMI_factorsExt_Unk_3,q05_nUMI_factorsInh_1,q05_nUMI_factorsInh_2,q05_nUMI_factorsInh_3,q05_nUMI_factorsInh_4,q05_nUMI_factorsInh_5,q05_nUMI_factorsInh_6,q05_nUMI_factorsInh_Lamp5,q05_nUMI_factorsInh_Meis2_1,q05_nUMI_factorsInh_Meis2_2,q05_nUMI_factorsInh_Meis2_3,q05_nUMI_factorsInh_Meis2_4,q05_nUMI_factorsInh_Pvalb,q05_nUMI_factorsInh_Sst,q05_nUMI_factorsInh_Vip,q05_nUMI_factorsLowQ_2,q05_nUMI_factorsMicro,q05_nUMI_factorsNb_1,q05_nUMI_factorsNb_2,q05_nUMI_factorsOPC_1,q05_nUMI_factorsOPC_2,q05_nUMI_factorsOligo_1,q05_nUMI_factorsOligo_2,q05_nUMI_factorsUnk_1
exper0_location_0,34.82626628875733,87.17668609619142,43.397919273376466,28.9959716796875,18.17746706008911,90.42820281982422,55.88641548156738,133.52576904296876,54.26582736968994,204.25967483520506,502.5773071289063,317.4890548706055,721.6291320800782,98.62490310668946,23.61557903289795,52.44032382965088,425.76518859863285,843.7069030761719,35.07127723693848,1257.7807556152343,284.1733306884766,3257.0504516601563,312.07229003906247,82.24339294433594,804.5470184326172,11.552108907699584,7.825608921051026,17.30242280960083,3.6091615676879885,5.101755905151367,129.91680374145508,854.0872009277343,1.8748500227928162,19.95013265609741,27.72521505355835,1296.2504455566407,117.36539573669434,609.0527709960937,7.145262932777405,2.0003532230854035,5.453990268707276,2.6258949875831603,82.8957405090332,144.4311454772949,3.013875365257263,21.541403865814207,2.993812882900238,2.8254873752593994,13.26608271598816
exper0_location_1,15.63650884628296,31.194869804382325,27.455377674102785,10.070147895812989,19.398258209228516,166.0776512145996,64.3678482055664,62.95714893341065,194.06656799316406,503.0611907958985,616.2046661376953,8.836053800582885,250.08746566772462,824.8061126708984,61.74993057250977,957.0894744873046,27.011091232299805,311.6284164428711,20.03191442489624,1045.2641174316407,241.00224456787112,1610.985369873047,856.0462280273438,2.5841552138328554,447.41724090576173,3.327550303936005,14.68940796852112,11.23364520072937,11.603381204605103,279.8948303222656,51.31501541137696,852.4083435058594,8.14575400352478,92.0930404663086,97.54841194152833,24.58401746749878,2.173912489414215,68.89536514282227,28.003349781036377,25.06929340362549,205.65845565795897,40.39223709106446,24.886547374725343,156.68926239013672,4.301736998558045,4.493012642860412,1.062519508600235,2.46529313325882,7.07010190486908
exper0_location_2,84.53419799804688,84.31953125,27.88181867599487,10.998335361480713,33.11871280670166,141.41307525634767,63.860128021240236,74.73162727355957,16.364386367797852,132.59539184570312,563.5244537353516,53.284972000122075,90.04133949279786,61.10855941772461,25.427348709106447,367.2941070556641,135.66862182617186,29.38306369781494,44.773721313476564,467.32612457275394,39.31265373229981,1649.546270751953,669.4618530273438,103.48714714050293,445.55611724853514,6.552912735939026,4.801028990745545,17.734142684936526,3.119806742668152,5.149331450462341,11.812062215805053,190.0606979370117,192.53706970214844,32.08585605621338,7.044948506355286,7.562201619148254,19.880854415893555,1504.3179260253908,24.155053615570072,24.64229965209961,115.80548934936523,50.32621173858643,264.4728729248047,218.33042449951174,12.016059732437133,5.669281649589538,7.43663227558136,2.851384198665619,7.085559368133545
exper0_location_3,44.04480266571045,219.02337951660155,67.52775192260742,4.7766193151474,4.91474039554596,26.731757545471194,37.396650314331055,74.81993980407715,5.37052400112152,2.9811755537986757,1219.6797607421875,2.390778946876526,0.9957958400249483,8.969906997680663,4.221265268325806,47.23913707733154,237.1492988586426,0.5931751340627671,42.73996696472168,1459.3842224121095,3.2745989203453068,3.062999939918518,678.6942779541016,18.027660274505617,35.87599983215332,14.749587917327881,24.671315956115723,24.715114974975585,4.686729264259338,57.0410415649414,130.19967346191405,298.62012176513673,50.94521484375,2.9975381970405577,1.3702801048755646,2.061304354667664,1.4701620638370514,1042.7503784179687,2.1206318140029907,1241.7953552246092,74.08067626953125,1.3975311875343324,60.498960685729976,90.67842750549316,2.277441394329071,0.11652293838560582,230.99708709716796,38.63943881988525,6.820363974571229
exper0_location_4,188.08018264770507,13.157114505767822,3.517957556247712,1.96840443611145,0.45998692810535435,6.780251383781433,2.2480039715766904,37.267068481445314,9.392109394073486,11.593342924118042,75.37868537902833,4.000341856479645,0.5408217787742614,62.09783725738525,13.061295080184935,134.56091918945313,8.229501914978028,0.09547695741057395,178.35298995971678,2012.6517517089844,123.7901496887207,1.3856475234031678,889.3088104248047,3.4978892087936404,38.24572257995606,119.35420417785645,5.9276652336120605,1.6620898723602295,2.3466196417808534,8.170231246948243,0.7804860353469849,183.5993507385254,22.12924900054932,1.5438922822475436,4.1484300851821905,1.4765048027038574,0.6180386811494828,1499.8760009765626,3.2918570041656494,2917.3208984375,0.15822935476899147,0.05354750528931618,8.54253830909729,99.13115806579589,1.9968905329704287,47.342374610900876,332.6211303710937,84.20879669189453,3.0864249348640445
exper0_location_5,45.93196487426758,157.7635215759277,22.799539947509768,16.439054012298584,10.490788125991822,81.79834594726562,34.35807781219483,163.59025878906252,0.6913523375988007,0.31907215416431434,1591.1079650878905,16.53111667633057,81.05665588378906,19.956655597686773,8.46498737335205,2.1791810393333435,89.91414222717286,1.0459888219833375,1.5516133844852447,2009.1098388671874,10.632983589172364,2.674237775802612,0.5337520897388458,6.3557580471038815,6.2109469175338745,0.9292311847209932,3.3986515402793884,3.5338294148445133,1.2209960103034974,1.3391345620155335,2.670570003986359,366.79172668457034,7.178712010383606,6.843227767944336,19.69693717956543,5.3588330268859865,1.3381083071231843,1708.3947814941407,0.9796578705310822,1.2195828914642335,0.33096697330474856,5.4880492925643924,195.3879379272461,223.53196868896487,1.6729112029075623,0.20358637571334842,0.7551644265651704,0.7475392073392869,3.5089322447776796
exper0_location_6,267.123991394043,32.34988174438477,18.602869510650635,9.012839698791504,4.319789004325867,20.224576568603517,16.997345542907713,88.0576156616211,0.2510133221745491,0.5683897316455842,1371.155743408203,2.1407985329627994,1.067697823047638,8.083135795593263,5.273019099235535,2.701790285110474,17.728689479827878,1.6585754454135895,273.8378219604492,2016.6809020996093,4.098389291763306,2.319558429718018,3.89632271528244,2.700353443622589,3.932713532447815,0.5182727038860322,0.3850474521517754,4.800570631027221,0.9040149211883545,0.9679068505764008,4.653438758850099,403.6051849365234,125.49320640563965,9.530739021301269,0.4594495847821236,1.89857634305954,1.2331161975860596,1457.9649658203125,1.7061399936676027,24.187474441528323,0.2819876283407211,0.5076236471533776,246.08017501831057,59.88980655670166,0.9788048207759857,0.08003968968987465,2.146014893054962,0.7299539744853974,3.152459788322449
exper0_location_7,81.4386547088623,43.625219917297365,14.33766794204712,8.433833551406861,7.603778505325318,26.82723751068115,22.103109550476077,195.50277023315428,3.339226520061493,0.7825914770364761,1308.7109375,7.2263750553131105,0.41603999137878417,35.98620090484619,10.609781932830812,4.752217340469361,17.09744653701782,0.46464320719242097,3.2203047990798948,858.4929656982422,6.880410861968994,1.3297419011592864,2.5051817893981934,2.8861116647720335,19.13808469772339,2.523896837234497,4.219547510147095,386.69529724121094,4.144459652900696,8.12666130065918,11.640600681304932,156.64443435668946,4.686743450164795,3.822023355960846,1.3709694266319277,2.326025152206421,1.527453452348709,2287.939660644531,1.9438937902450562,3.773561680316925,0.3003474354743958,1.2240444719791412,667.903726196289,317.0216552734375,1.7027975261211397,0.05190237555652857,0.29302327930927285,0.8832348436117172,4.090934777259827
exper0_location_8,294.52101440429686,60.7129108428955,91.01433753967285,14.211869287490845,13.05956220626831,84.98428001403808,39.5224609375,67.09413681030273,0.6203750461339951,0.533906900882721,2525.2022094726562,8.877916240692139,4.462534093856812,3.7580049633979797,2.6800081849098207,4.004739856719971,84.92221412658692,1.1969461262226107,1.7887757658958434,594.225210571289,4.265266394615173,3.528475475311279,0.714483803510666,1.8855905652046205,4.289722514152527,1.9880937218666077,2.7597771048545843,8.826937246322633,2.9271363377571107,4.9949736356735235,820.6278472900391,365.67821655273434,193.119490814209,12.091428136825563,0.6678246915340424,0.786933070421219,2.500654673576355,1898.6191833496096,13.005840873718263,1.2375558555126192,2.2836130976676943,118.13823280334472,105.56543922424316,205.80225601196287,1.319369447231293,0.3923754557967186,2.424486792087555,6.619377446174621,3.4720667719841005
exper0_location_9,681.9213256835938,502.8611755371094,210.36581420898438,198.46642074584963,28.148800277709963,96.12469787597657,75.45996932983398,60.276899337768555,4.2106153726577755,1.7389903008937837,1175.298742675781,7.953042840957642,4.379096412658692,29.337398338317872,13.403724908828735,2.1009674310684203,198.3276779174805,0.7467605859041215,5.753857278823853,1321.0238525390625,8.83366918563843,0.3101120963692665,1.4915522813796998,7.4066125631332405,9.746413612365723,2.446522867679596,17.891541290283204,27.992750453948975,18.475738716125488,10.54873185157776,18.448597049713136,130.74349365234374,19.776504039764404,17.735140895843507,6.29116473197937,6.693286657333374,6.039512872695924,1700.6504577636717,15.97288489341736,22.416429710388183,7.0984450578689575,1.5307519793510438,119.54610023498536,241.671142578125,3.6313055038452147,0.30029696077108387,2.8443268060684206,10.421138048171997,6.993629622459412
