,q05_spot_factorsAstro_AMY,q05_spot_factorsAstro_AMY_CTX,q05_spot_factorsAstro_CTX,q05_spot_factorsAstro_HPC,q05_spot_factorsAstro_HYPO,q05_spot_factorsAstro_THAL_lat,q05_spot_factorsAstro_THAL_med,q05_spot_factorsAstro_WM,q05_spot_factorsExt_Amy_1,q05_spot_factorsExt_Amy_2,q05_spot_factorsExt_ClauPyr,q05_spot_factorsExt_Hpc_CA1,q05_spot_factorsExt_Hpc_CA3,q05_spot_factorsExt_Hpc_DG1,q05_spot_factorsExt_Hpc_DG2,q05_spot_factorsExt_L23,q05_spot_factorsExt_L25,q05_spot_factorsExt_L56,q05_spot_factorsExt_L5_1,q05_spot_factorsExt_L5_2,q05_spot_factorsExt_L6,q05_spot_factorsExt_L6B,q05_spot_factorsExt_Pir,q05_spot_factorsExt_Thal_1,q05_spot_factorsExt_Thal_2,q05_spot_factorsExt_Unk_3,q05_spot_factorsInh_1,q05_spot_factorsInh_2,q05_spot_factorsInh_3,q05_spot_factorsInh_4,q05_spot_factorsInh_5,q05_spot_factorsInh_6,q05_spot_factorsInh_Lamp5,q05_spot_factorsInh_Meis2_1,q05_spot_factorsInh_Meis2_2,q05_spot_factorsInh_Meis2_3,q05_spot_factorsInh_Meis2_4,q05_spot_factorsInh_Pvalb,q05_spot_factorsInh_Sst,q05_spot_factorsInh_Vip,q05_spot_factorsLowQ_2,q05_spot_factorsMicro,q05_spot_factorsNb_1,q05_spot_factorsNb_2,q05_spot_factorsOPC_1,q05_spot_factorsOPC_2,q05_spot_factorsOligo_1,q05_spot_factorsOligo_2,q05_spot_factorsUnk_1
exper0_location_0,3.359755919518648e-05,2.8862530598416924e-05,2.1897245551372185e-05,3.8448963641712916e-05,6.776482478016989e-05,4.6258594193204774e-05,4.25216399889905e-05,5.301976343616843e-05,9.394293829245726e-06,2.102801465753146e-06,6.192972591634316e-06,3.1443323791791046e-06,0.008436494693160058,1.1850553391923313e-05,3.128323969576741e-05,8.939997542256606e-06,1.7127977753261802e-05,2.4524465698050334e-05,3.89277799968113e-06,1.2103807534913357e-06,8.315962804772426e-06,0.06772229634225368,3.926372824025749e-06,2.1142524587958183e-06,1.861322061813553e-06,1.0013250494012028e-05,1.1586896880544372e-05,5.214536554376537e-06,1.8347084915149025e-05,4.340342593422975e-06,3.866315200866666e-05,0.01511721108108759,3.4918842970910193e-06,2.7030596174881794e-05,2.121150400853367e-05,5.163448295206763e-05,5.646629369948641e-06,3.6168671431369145e-05,3.2352434573112994e-05,1.7829572470873246e-06,1.2212710998937837e-05,0.0001042882042384008,0.00011693480373651255,9.578199606039562e-05,6.630380767091992e-06,5.2652914519057965e-06,1.0154687288377318e-05,1.6410693115176402e-05,0.0004163895588135347
exper0_location_1,1.1648372219497106e-05,2.4740371554798915e-05,1.5817013672858596e-05,2.947112398032914e-05,1.6015388382584206e-05,7.422512726407149e-06,1.5893058571236906e-05,7.570436791866086e-05,1.0449114142829785e-05,8.80684401636245e-06,5.523558525055705e-06,9.80820473159838e-06,2.2117241087471484e-06,5.651641295116861e-05,4.629049853974721e-05,9.992294781113743e-06,1.4981027334215469e-05,0.00012947305294801483,4.386573255032999e-06,1.1130350742405427e-06,2.512269184080651e-05,0.0007361925061559304,6.43220512301923e-06,5.81114497890667e-06,7.10169359081192e-05,0.0038133325520902876,9.128572628469556e-06,5.676454202330206e-06,5.450937828754832e-06,6.834005557720958e-06,0.00010247437749058008,0.03880432993173599,8.663326934765793e-06,3.9019435826048726e-05,9.400541421200614e-06,8.788021068539821e-06,4.6807931312287115e-06,2.2617226204602047e-05,1.9965728188253707e-05,0.0017725382989738137,5.3937716074869965e-06,0.010551070235669613,0.0004886906463070773,0.0006481658609118313,3.2191399986913895e-05,3.967905934132432e-06,2.669191744644195e-05,6.431422407331411e-05,0.0008696662029251456
exper0_location_2,0.00010140664016944358,0.00012413224758347496,7.27273534721462e-05,0.00020683504117187114,7.071632571751252e-05,3.242135244363453e-05,7.982263159647119e-05,0.004018931090831757,8.124897391326158e-07,1.8820605987457386e-06,1.9352455637999815e-06,1.0470622498814918e-06,6.083185610350484e-07,9.307332845764905e-07,1.0676709621293414e-06,1.3334334710179977e-06,1.9222645164518326e-06,1.3380128211792908e-05,2.0042943788212143e-06,2.3843701114856236e-06,1.5925409911687895e-06,0.00371296382509172,1.761887330076206e-06,0.0003415139028220438,6.799653260713967e-06,2.127681068486709e-06,2.661646453816502e-06,1.517670091288892e-06,2.144346808563569e-06,1.250066037528086e-06,4.909869994662587e-06,7.391118401756103e-06,6.0298218613752405e-06,1.2878028655904927e-05,1.7499554076039204e-06,4.396885742607992e-06,1.2403856544551672e-05,0.023209613189101218,7.0180093644012235e-06,3.0499179615617324e-06,8.902824356482597e-06,0.001903446175856516,2.625535398692591e-05,5.758400802733378e-05,1.319501184298133e-05,0.0004599060252076015,6.143826140032617e-05,4.46146044851048e-05,0.0001600655996298883
exper0_location_3,5.916607660765294e-05,8.606620904174634e-05,7.68131340009859e-05,4.8736107237346006e-05,5.5391050045727754e-05,3.601081425586017e-05,3.0301150036393665e-05,3.429892094573006e-05,2.1273181118885987e-06,8.776562168577585e-07,5.460650868371887e-06,4.741609956226967e-07,8.000433297183917e-07,1.7879873269066595e-06,1.801149448965589e-06,3.3378261605321316e-06,4.586612203638652e-06,5.860522423972725e-06,1.2656925434839652e-06,7.815383014531108e-07,3.2848512432792633e-06,1.1982653813902288e-05,5.989569444864173e-06,7.64439873819356e-06,7.121201406334877e-06,2.2899190298630857e-06,3.2735872650846433e-06,2.037971728441335e-06,8.738646874917321e-06,4.440879365574801e-06,2.885364856410888e-05,0.002802108787000179,2.936362022865069e-06,3.887671459779085e-06,3.544480378536718e-07,6.578607326446218e-07,1.5487922382817489e-06,1.0526756113904414e-06,2.8479364573286148e-06,0.014169702725484967,6.483499032583495e-06,0.0009203123394399882,0.0002303207525983453,0.00010477824216650334,4.515358086791821e-05,0.002413401484955102,0.00012847831822000442,0.00012873871601186694,0.0001883394907054026
exper0_location_4,2.9869180139030504e-06,3.660976017272333e-06,2.179547948344407e-06,1.86085795235158e-06,3.315795117941889e-06,3.5647165645968926e-06,6.496192099803011e-06,7.898047215348925e-06,1.621837505183521e-07,1.3147255444323495e-07,2.6550395801905326e-07,3.8421497094986995e-07,1.2600857530742361e-07,2.7533775011079346e-07,5.349158271883425e-07,3.8321117585837787e-07,6.970891007540559e-07,3.4476276255190897e-06,4.2116675444958675e-07,6.48033309857965e-07,9.775740920758836e-07,4.029490696666471e-06,4.01315391229673e-07,9.324761890638913e-07,1.0739320600805514e-06,7.639654342028735e-07,8.717349885500881e-07,3.646389828304564e-07,5.187132614992151e-07,3.6676850641015334e-07,3.670501399710702e-07,4.97027515393711e-06,1.1711081356224895e-06,4.839219869268163e-07,5.435154292854349e-07,6.846993557019233e-07,1.7494921939942285e-05,2.3371807765215637e-05,3.68316900676291e-06,0.057151084952056404,1.0514187692933775e-06,4.670561756938696e-05,6.43882474378188e-06,0.02591587770730257,2.5034791974576367e-06,3.962290975323413e-05,4.909994040644961e-05,7.355703382927459e-05,3.7269315726007335e-05
exper0_location_5,1.2943821911903798e-05,6.7678326558962e-06,7.906825953796216e-06,1.078281370610057e-05,1.0753755623227336e-05,6.962250836295425e-06,2.2136043935461205e-05,0.00012185831074020825,6.830915793898385e-07,7.572946771006173e-07,2.170089578612533e-06,7.423181386911893e-06,1.1381171759694554e-06,4.724592758975632e-06,1.2275564904484783e-05,0.0045412226347252725,3.02516125884722e-05,1.785197864592192e-05,8.147164589900057e-06,3.4962642075697658e-06,3.3086192615883193e-06,6.9235029513947666e-06,1.716156918973866e-06,3.343348012663228e-07,5.604446016604924e-07,4.136391495990211e-07,8.83797588357993e-07,7.737563777254764e-07,4.978267327260255e-07,3.578288627181792e-07,4.654863531072806e-07,9.221591369623639e-07,3.883943190885475e-06,6.587452276107798e-07,8.274664111240782e-07,5.995652514911853e-07,8.87936184881255e-06,0.00026821883220691235,6.0991328155068915e-06,1.7159516460196756e-06,9.847152205111344e-06,1.6791206326161047e-05,0.002348124806303531,0.0005295175302308053,1.0671572511000703e-06,1.893136385433536e-06,1.241083498371154e-06,3.159915456762974e-06,9.671272018749733e-05
exper0_location_6,1.0730206349762739e-05,3.6056962358088644e-06,2.4140417463058838e-05,6.643307915510377e-06,1.5805055681994418e-05,5.1170621918572576e-05,2.3411761776515054e-05,1.023646950670809e-05,1.652178106326119e-07,1.965438215734139e-07,2.252586273243651e-06,9.639518196991048e-07,2.1952161048943706e-07,7.845150861385266e-07,1.4339944698349427e-06,6.353835999561852e-07,2.2925400799067575e-06,3.60865240622843e-07,1.0578658304893909e-06,3.8097790024949063e-06,3.18921217967727e-07,1.572301482610783e-06,4.682579856307712e-07,1.386459615559943e-07,1.1155529477946402e-07,9.551578727950982e-07,4.3446017485848646e-07,1.6150971333672713e-07,2.8842770689152533e-06,3.6223171520077816e-07,5.493472144735279e-07,1.9461302485979103e-06,1.931082385908667e-06,7.505534057372643e-07,4.148676126192186e-07,1.9159661377443626e-07,6.053733272892715e-07,0.013862820388749243,6.79802730019219e-07,2.972776565002278e-06,4.68499550265733e-07,4.99080128975038e-06,1.115418776862498e-05,2.1567684871115493e-05,4.56559043868765e-06,2.1643102968482707e-06,1.8375030549577785e-06,6.533523355756188e-06,9.654516834416427e-05
exper0_location_7,8.3327653555898e-06,7.32347243683762e-06,5.176855825084203e-06,1.358236731903162e-05,8.567924169256003e-06,4.352255427875207e-06,8.459068203592323e-06,1.2661221262533218e-05,9.633732133806916e-07,8.165800323922669e-07,1.4320804950784805e-06,4.933441391585804e-06,2.421139214447976e-07,1.7485819853391148e-06,1.4996914273979201e-06,1.1320600378894597e-06,3.4591262078720318e-06,2.188554287840816e-06,2.8867336396842804e-07,6.524411531927399e-07,5.211073187183502e-07,1.9572487758523494e-06,8.724282395178307e-07,1.998647485379479e-06,2.0051804654031e-06,1.0397810513040894e-06,3.6091143442718025e-06,9.011880109710546e-07,4.212222393107368e-06,2.5968823024413724e-06,5.4455428653454875e-06,4.884266172666686e-06,3.4053247304655098e-06,1.632110678428944e-06,2.2218698134679473e-07,1.06653715192806e-06,1.667918686507619e-05,0.007236961112357676,0.00017583688531885855,4.2862060126935835e-06,4.527431360656919e-06,0.0017825190618168563,3.611276260926388e-05,0.00027368843002477665,1.6072658240773309e-06,2.435161400171637e-06,1.5065978288930637e-06,4.538083385341452e-06,0.00010825388599187136
exper0_location_8,0.0009218795137712733,1.9476774286886212e-05,4.8190543566306594e-05,3.548482218320714e-05,0.00013043259532423692,0.0005559522513067349,6.315548744169065e-05,4.519370304478798e-05,2.570552709357798e-07,3.467743070473262e-07,1.921009488796699e-05,7.073914645161494e-07,5.462086818397438e-07,8.061979258400243e-07,2.0333910924819064e-06,1.191900469166285e-06,1.3516693343262886e-06,3.200620290044754e-06,7.724291378963245e-07,4.045976012889696e-07,1.349491020619098e-06,1.195997160721163e-05,3.428852579645536e-07,1.0732577095495797e-06,1.2572787511544447e-06,2.4852898718563663e-06,1.878797155541179e-06,1.6320467352670676e-06,2.442373249778029e-06,5.3369101124189916e-06,5.168363236407458e-06,1.5570294999633918e-05,2.3189793409983395e-06,1.306911997289717e-06,5.460891117081701e-07,1.0198165455221898e-06,1.4037035441560878e-06,0.004364434978924692,1.374645717078238e-05,1.3712862482861965e-06,2.7283538429401236e-06,0.08901997804641723,4.026351166430687e-06,3.151453765894985e-05,6.626165522902739e-05,2.544039909935236e-06,0.00035603457508841534,7.334032125072554e-05,4.0613271448819435e-05
exper0_location_9,0.00018592436317703686,0.05995340440422297,3.16648256557528e-05,5.799775735795265e-05,0.0001195465727505507,0.00019737152979359965,9.376285343023482e-05,0.000383283787232358,1.4652446509444416e-07,1.3567550993798252e-07,5.113214626817352e-07,3.0094947902625794e-07,1.1403857484992842e-07,2.6916726937997735e-06,2.1067354055048783e-06,2.842321677576365e-07,2.7427538071833626e-07,6.256734877752025e-07,9.49510170045187e-08,3.3036273379138946e-07,1.1139694890971442e-07,1.030044666094909e-06,2.4520545878203847e-07,8.79065410686053e-07,1.910359472390155e-07,3.13320940392714e-07,5.402098679496703e-07,3.8544789475736253e-07,1.198424541826171e-06,4.92968388243753e-07,3.2727361087836476e-07,1.610780174132742e-06,1.3068606165234088e-06,5.001153596140284e-07,3.3859813015624245e-07,1.4149325053836037e-07,1.0410965217033665e-06,0.003840779396705329,1.2771562637681203e-06,3.862464436679147e-05,5.150523719521517e-07,2.168954306398518e-05,2.7333011075825203e-06,1.875826437753858e-05,1.0492191131561411e-05,1.9787062683462867e-05,6.6393237602824236e-06,1.2988924163437332e-05,4.9180112728208766e-05
