,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11
NKT,0.0044849954281814385,0.0,0.0,0.0,0.09946263470062551,0.03419157892688842,0.16820137523218648,0.0987183087702029,0.12645270097424965,0.0,0.3606364177642584,0.10785198820340715
T_CD4+,0.018715280210629417,0.0,0.0,0.0,0.31255278311828055,0.0,0.11783027129587162,0.003137233376244529,0.15620123773345143,0.0,0.1764901488155404,0.21507304544998204
T_CD4+_TfH,0.323028644494489,0.0,0.0,0.0,0.29331062397643815,0.11140708077315283,0.01670712580688509,0.023560951153219482,0.16440926580416082,0.0,0.06757630799165466,0.0
T_CD4+_TfH_GC,0.16049296248405648,0.0,0.0,0.0,0.04467941557016566,0.029684339491111753,0.1542407862583829,0.3574394170416612,0.22769150342633065,0.0,0.0,0.025771575728291356
T_CD4+_naive,0.0019645192642009594,0.0,0.0,0.0,0.00459902248444848,0.0,0.9344753509412594,0.009707208543399265,0.0,0.0,0.005580903525797191,0.04367299524089461
T_CD8+_CD161+,0.10296179520810715,0.0,0.0,0.0,0.2064511122149797,0.07335654656019173,0.023681828826065423,0.0,0.22561754037771267,0.0,0.2759430704525369,0.0919881063604064
T_CD8+_cytotoxic,0.040966009117963414,0.0,0.0,0.0,0.002348496823994542,0.07954590078315844,0.1980305060974196,0.16907145886432767,0.24635972067048345,0.0,0.2403815478738681,0.023296359768784792
T_CD8+_naive,0.0,0.0,0.0,0.0,0.36964394840583814,0.0,0.4191420761797887,0.0,0.009315621924453222,0.0,0.20189835348991994,0.0
T_TIM3+,0.06362300843050511,0.0,0.0,0.0,0.4402996888888421,0.1614848739180173,0.04465162956886375,0.041288886115811885,0.16896115387149047,0.0,0.07969075920646938,0.0
T_TfR,0.0,0.0,0.0,0.0,0.1703883930127943,0.1488052605058321,0.3554638929772286,0.04478302991841467,0.1393155710374217,0.0,0.002177711269534209,0.13906614127877445
T_Treg,0.10238903954448275,0.0,0.0,0.0,0.26402048976686504,0.0,0.2461243262639484,0.07796630709511211,0.19273336515640957,0.0,0.11676647217318215,0.0
VSMC,0.034733688237232684,0.0,0.0,0.0,0.12686530352200287,0.03664090122693731,0.12797038136396233,0.01549697344861672,0.20191062713872024,0.0,0.22885046869487696,0.22753165636765088
