Astro_AMY,Astro_AMY_CTX,Astro_CTX,Astro_HPC,Astro_HYPO,Astro_THAL_lat,Astro_THAL_med,Astro_WM,Ext_Amy_1,Ext_Amy_2,Ext_ClauPyr,Ext_Hpc_CA1,Ext_Hpc_CA3,Ext_Hpc_DG1,Ext_Hpc_DG2,Ext_L5_1,Ext_L5_2,Ext_L6,Ext_L6B,Ext_L23,Ext_L25,Ext_L56,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Ext_Unk_3,Inh_1,Inh_2,Inh_3,Inh_4,Inh_5,Inh_6,Inh_Lamp5,Inh_Meis2_1,Inh_Meis2_2,Inh_Meis2_3,Inh_Meis2_4,Inh_Pvalb,Inh_Sst,Inh_Vip,LowQ_2,Micro,Nb_1,Nb_2,OPC_1,OPC_2,Oligo_1,Oligo_2,Unk_1,spot
1.62841359791087e-05,1.6284135979105e-05,1.62841359791037e-05,0.0332687891366007,0.0534101426559229,1.62841359791038e-05,1.62841359791031e-05,0.0449860582878219,1.62841359791241e-05,1.62841359790826e-05,1.62841359791052e-05,1.62841359790992e-05,0.0497952087623233,1.6284135979099e-05,2.21323259650254e-05,1.62841359791136e-05,1.62841359790831e-05,1.62841359791004e-05,0.026291552618786,1.62841359791057e-05,0.00903689328886419,0.0145755591268478,1.62841359791137e-05,2.29000335940467e-05,1.62841359790975e-05,1.62841359791055e-05,1.62841359790989e-05,1.62841359790934e-05,1.62841359791026e-05,6.03528858611923e-05,0.0610324453476207,0.0282325468878139,1.62841359791292e-05,1.62841359791037e-05,1.62841359791098e-05,0.0152116732828225,0.0159336643346517,0.0131564748611703,1.62841359791007e-05,1.62841359791292e-05,1.62841359791011e-05,1.62841359791045e-05,1.7125919972314e-05,1.62841359791094e-05,1.62841359791041e-05,1.62841359791108e-05,0.00757372057980612,0.00344054582785804,0.579830924494488,exper0_location_0
2.32630513987245e-05,2.32630513987208e-05,2.3263051398721e-05,0.0205514958375269,0.0149482265669255,2.32630513987109e-05,2.32630513987215e-05,0.0445764529029948,2.32630513987387e-05,2.32630513987119e-05,0.0220337667155958,2.32630513987122e-05,2.32630513987262e-05,0.0439200694356479,2.32630513987204e-05,2.32630513987349e-05,2.32630513987398e-05,6.29297123025911e-05,2.32630513987986e-05,0.0630408819170227,2.32630513987178e-05,2.32630513987181e-05,2.32630513987087e-05,2.32630513987257e-05,0.0222893741082723,0.0113688244170003,2.32630513987193e-05,2.3263051398734e-05,2.32630513986885e-05,2.32630513986471e-05,0.0123857182200373,0.0761109922799459,2.32630513987178e-05,0.0161284453408439,3.21467663285141e-05,2.32630513987734e-05,2.32630513986928e-05,0.0103266505123888,0.0199988098772153,2.3263051398725e-05,2.32630513987108e-05,0.0189553599945608,0.0313678146716,0.0598654871788529,2.32630513987215e-05,2.32630513987206e-05,0.00451404855816372,2.32630513987214e-05,0.463682153904212,exper0_location_1
0.10933122657735,0.0283995763188421,2.32630513987252e-05,2.3263051398719e-05,2.32630513987193e-05,2.32630513987132e-05,2.32630513987206e-05,0.058998260144272,2.32630513987203e-05,2.326305139873e-05,2.32630513987217e-05,2.32630513987192e-05,2.32630513987016e-05,2.32630513987467e-05,2.32630513987204e-05,2.32630513987175e-05,2.32630513987218e-05,2.32630513987377e-05,2.32630513987108e-05,2.32630513987208e-05,2.32630513987254e-05,2.32630513987209e-05,2.32630513987499e-05,0.0263592709204157,2.326305139873e-05,2.32630513987217e-05,2.32630513986978e-05,2.32630513987232e-05,2.32630513987224e-05,3.0005560935189e-05,2.32630513987168e-05,0.0149031355172739,2.32630513987269e-05,2.32630513987023e-05,2.32630513987177e-05,2.32630513987563e-05,0.0111348832581613,0.110992201835073,2.32630513987648e-05,2.32630513987241e-05,0.0261196684097175,0.0124587986287053,2.32630513987204e-05,0.0363210493344121,2.32630513987209e-05,0.00629105656826928,0.00430605251175833,2.32630513987204e-05,0.484697475298598,exper0_location_2
2.32630513987243e-05,0.119058055023684,0.000215164947081007,0.0182815411418782,2.32630513987205e-05,2.32630513987155e-05,2.3263051398723e-05,0.0182241360617646,2.32630513987125e-05,2.3263051398688e-05,0.0203806010023385,2.32630513987116e-05,2.32630513987156e-05,2.32630513986912e-05,2.32630513987214e-05,2.32630513987004e-05,2.32630513987235e-05,2.32630513987268e-05,2.32630513987169e-05,4.0084188991969e-05,2.39144267972349e-05,2.32630513987281e-05,2.32630513987474e-05,2.32630513987183e-05,2.32630513987327e-05,2.32630513987307e-05,2.32630513987131e-05,2.32630513987087e-05,2.32630513987461e-05,2.32630513986959e-05,2.32630513987242e-05,0.020636239309816,0.00731166148060743,2.32630513987112e-05,2.32630513987184e-05,2.32630513987207e-05,2.32630513987206e-05,0.00690245005803325,2.32630513987216e-05,0.0677849687698476,2.32630513987228e-05,0.00823647173308114,0.0041142543934101,0.0629322284407492,2.32630513987207e-05,0.000721207379541224,0.0291055916533664,0.0168343386824295,0.531681940227419,exper0_location_3
0.00936715227814626,0.0608347429220757,2.32630513987182e-05,2.32630513987185e-05,0.00815978634232498,2.32630513987022e-05,2.3263051398718e-05,0.0321834187632368,2.32630513986836e-05,2.3263051398719e-05,2.32630513987304e-05,4.58584487989511e-05,2.32630513987214e-05,2.32630513987204e-05,2.32630513986776e-05,2.32630513988526e-05,2.32630513987227e-05,2.32630513987589e-05,2.32630513987651e-05,2.32630513986956e-05,2.32630513987133e-05,2.32630513987152e-05,2.32630513987744e-05,2.32630513987202e-05,2.32630513987113e-05,2.32630513987207e-05,2.32630513987235e-05,2.32630513987143e-05,2.32630513985892e-05,2.32630513987045e-05,2.32630513987303e-05,0.0108844395433951,0.0684344820071255,2.32630513987239e-05,2.32630513987181e-05,2.32630513987137e-05,2.32630513987231e-05,0.0977464521215581,6.24500300163229e-05,0.121186093950466,2.32630513987143e-05,0.00326476886348385,0.0083928676970111,0.0680039655202668,2.32630513987214e-05,2.32630513987208e-05,0.0536739563501855,0.00638940985141329,0.421746188686496,exper0_location_4
0.0641528061411785,2.32630513987223e-05,2.32630513987236e-05,0.0332312076715939,0.0282014130079655,2.32630513987136e-05,2.32630513987205e-05,0.0654623648053887,2.32630513987387e-05,2.32630513987358e-05,0.0545485312381474,0.00180198403521444,2.32630513987309e-05,2.32630513987504e-05,0.00627034493184138,2.32630513986872e-05,2.32630513987217e-05,2.32630513987297e-05,2.32630513987211e-05,0.00794013253776443,0.0130180261258476,2.32630513987277e-05,2.3263051398704e-05,2.52911772921582e-05,2.32630513987184e-05,2.32630513987206e-05,2.32630513986655e-05,2.32630513987221e-05,2.32630513987691e-05,2.32630513987906e-05,2.32630513987169e-05,2.32630513987215e-05,2.32630513987231e-05,2.32630513986968e-05,2.32630513987166e-05,2.32630513987644e-05,0.0117399931161287,0.0604383789459075,2.32630513987261e-05,2.32630513987124e-05,2.32630513987353e-05,0.00843103843311142,0.0692571587839798,0.0156015041925789,2.32630513987231e-05,2.3263051398721e-05,0.00809800219988537,2.3263051398726e-05,0.49144440495939,exper0_location_5
0.0509805074268412,0.02884831796971,2.32630513987005e-05,0.037191069771762,2.3263051398724e-05,2.32630513987293e-05,2.32630513987221e-05,0.03184411827928,2.32630513986944e-05,2.3263051398717e-05,0.0126723063958313,2.32630513987096e-05,2.32630513987233e-05,2.32630513986318e-05,2.32630513987232e-05,2.32630513987406e-05,2.32630513987174e-05,2.32630513986724e-05,2.32630513987155e-05,2.32630513987231e-05,2.32630513987155e-05,2.32630513986936e-05,2.32630513986632e-05,2.3263051398706e-05,2.32630513987215e-05,2.32630513987211e-05,2.32630513987547e-05,2.32630513987133e-05,2.32630513986102e-05,8.72090783759227e-05,2.71234055937925e-05,0.0147530287049033,2.62541718059444e-05,2.32630513987266e-05,2.32630513987218e-05,2.3263051438082e-05,2.3263051398709e-05,0.119499460669064,2.32630513988146e-05,2.32630513987208e-05,2.32630513987172e-05,2.32630513987204e-05,2.32630513987206e-05,0.0438173504463947,0.0151734452216776,2.32630513987208e-05,0.00174863660558873,2.32630513987254e-05,0.567128033712119,exper0_location_6
2.32630513987189e-05,0.0851013262189579,2.32630513987223e-05,2.32630513987213e-05,2.32630513987187e-05,2.3263051398724e-05,2.32630513987192e-05,0.0567454152989023,2.32630513987412e-05,2.32630513986605e-05,0.000678475223710999,2.32630513987362e-05,2.32630513987193e-05,2.32630513987088e-05,2.32630513987294e-05,2.32630513987442e-05,2.32630513987041e-05,2.32630513986848e-05,2.32630513987595e-05,2.32630513986555e-05,2.32630513987102e-05,2.32630513987173e-05,2.32630513987081e-05,2.32630513987307e-05,2.32630513987039e-05,2.32630513987139e-05,2.32630513986864e-05,2.32630513986867e-05,2.32630513986943e-05,2.32630513987767e-05,0.00340030760345877,2.32630513987207e-05,0.00740435611803268,2.32630513987102e-05,2.32630513987443e-05,2.32630514633228e-05,0.00928363627731877,0.0770709621968709,2.32630513987262e-05,2.32630513987266e-05,2.32630513987224e-05,0.00195455556154437,2.32630513987205e-05,0.0827631071349097,0.00286850315273238,0.00522486344028777,0.000276948697252593,2.32630513987207e-05,0.543060061382925,exper0_location_7
0.0801389921701967,0.0951256808905949,2.32630513987109e-05,2.89066968043124e-05,2.32630513987192e-05,2.32630513987429e-05,2.32630513987275e-05,0.0207071692390243,2.32630513987327e-05,2.3263051398705e-05,0.0907562988135969,2.32630513987112e-05,2.32630513987217e-05,2.32630513987193e-05,2.32630513987974e-05,2.32630513987459e-05,2.32630513987398e-05,2.32630513987381e-05,2.32630513987258e-05,2.32630513987259e-05,2.32630513987072e-05,2.3263051398729e-05,2.32630513987214e-05,2.32630513987145e-05,2.32630513987532e-05,2.32630513987213e-05,2.32630513986802e-05,2.32630513987015e-05,2.32630513987261e-05,2.32630513987231e-05,4.3016486596118e-05,2.32630513987208e-05,2.32630513987206e-05,2.32630513987093e-05,2.32630513987517e-05,2.32630514423415e-05,2.32630513987145e-05,0.0886216672922344,2.32630513987189e-05,2.32630513987491e-05,2.32630513987268e-05,0.0413971761602426,2.32630513987182e-05,0.0125361879175335,2.32630513987206e-05,2.32630513987192e-05,0.00380193243056386,2.32630513987195e-05,0.470616512580506,exper0_location_8
0.202820130579955,0.0807538689771354,3.05591639325416e-05,0.00304661367242641,2.49189278249533e-05,2.32630513987284e-05,3.09059731502653e-05,0.107951610450777,2.32630513987187e-05,2.32630513987521e-05,0.00322291590372369,2.32630513987349e-05,2.32630513987175e-05,2.32630513987448e-05,2.32630513987007e-05,2.32630513987409e-05,2.32630513987225e-05,2.32630513986768e-05,2.32630513987319e-05,2.32630513987359e-05,2.32630513987206e-05,2.32630513987098e-05,2.32630513987167e-05,0.00376979459808339,2.32630513987094e-05,2.32630513987314e-05,2.32630513986876e-05,2.32630513987246e-05,2.32630513987396e-05,2.32630513987196e-05,2.32630513987175e-05,2.32630513987202e-05,2.32630513987211e-05,2.32630513987182e-05,2.32630513987106e-05,2.32630513987224e-05,2.32630513987178e-05,0.0428672954648054,2.32630513987228e-05,2.32630513987206e-05,2.32630513987281e-05,0.00561904559383745,2.32630513987221e-05,0.0445558540377022,2.32630513987206e-05,0.0108591350476822,0.0185201537692365,2.32630513987221e-05,0.37558740845556,exper0_location_9
