,mean_nUMI_factorsAstro_AMY,mean_nUMI_factorsAstro_AMY_CTX,mean_nUMI_factorsAstro_CTX,mean_nUMI_factorsAstro_HPC,mean_nUMI_factorsAstro_HYPO,mean_nUMI_factorsAstro_THAL_lat,mean_nUMI_factorsAstro_THAL_med,mean_nUMI_factorsAstro_WM,mean_nUMI_factorsExt_Amy_1,mean_nUMI_factorsExt_Amy_2,mean_nUMI_factorsExt_ClauPyr,mean_nUMI_factorsExt_Hpc_CA1,mean_nUMI_factorsExt_Hpc_CA3,mean_nUMI_factorsExt_Hpc_DG1,mean_nUMI_factorsExt_Hpc_DG2,mean_nUMI_factorsExt_L23,mean_nUMI_factorsExt_L25,mean_nUMI_factorsExt_L56,mean_nUMI_factorsExt_L5_1,mean_nUMI_factorsExt_L5_2,mean_nUMI_factorsExt_L6,mean_nUMI_factorsExt_L6B,mean_nUMI_factorsExt_Pir,mean_nUMI_factorsExt_Thal_1,mean_nUMI_factorsExt_Thal_2,mean_nUMI_factorsExt_Unk_3,mean_nUMI_factorsInh_1,mean_nUMI_factorsInh_2,mean_nUMI_factorsInh_3,mean_nUMI_factorsInh_4,mean_nUMI_factorsInh_5,mean_nUMI_factorsInh_6,mean_nUMI_factorsInh_Lamp5,mean_nUMI_factorsInh_Meis2_1,mean_nUMI_factorsInh_Meis2_2,mean_nUMI_factorsInh_Meis2_3,mean_nUMI_factorsInh_Meis2_4,mean_nUMI_factorsInh_Pvalb,mean_nUMI_factorsInh_Sst,mean_nUMI_factorsInh_Vip,mean_nUMI_factorsLowQ_2,mean_nUMI_factorsMicro,mean_nUMI_factorsNb_1,mean_nUMI_factorsNb_2,mean_nUMI_factorsOPC_1,mean_nUMI_factorsOPC_2,mean_nUMI_factorsOligo_1,mean_nUMI_factorsOligo_2,mean_nUMI_factorsUnk_1
exper0_location_0,12.912830352783203,16.673877716064453,15.749096870422363,23.7097225189209,171.51171875,23.156841278076172,14.5966157913208,18.781789779663086,21.535886764526367,22.280378341674805,21.4242000579834,22.611574172973633,322.9896545410156,21.840919494628906,233.64373779296875,42.22285461425781,116.99020385742188,30.897621154785156,28.968984603881836,31.38631820678711,361.55120849609375,1130.6883544921875,17.62734603881836,139.11520385742188,77.51387786865234,49.28142547607422,25.966846466064453,26.064889907836914,18.411849975585938,25.896137237548828,221.9312744140625,206.9797821044922,14.94875431060791,12.69298267364502,38.6767692565918,281.4842224121094,273.4927673339844,58.62966537475586,31.303443908691406,7.967212200164795,20.988359451293945,2.1783573627471924,16.64456558227539,4.658993244171143,12.046533584594727,5.2045674324035645,15.379556655883789,11.213189125061035,8.704870223999023
exper0_location_1,5.271024703979492,6.014623641967773,4.8280439376831055,5.274372577667236,34.58273696899414,5.59799861907959,8.718083381652832,8.115133285522461,20.029022216796875,35.379093170166016,113.14559936523438,29.873212814331055,28.383377075195312,190.8142852783203,115.31696319580078,102.49932098388672,21.73276710510254,24.163055419921875,31.03643798828125,35.71727752685547,350.1760559082031,377.98956298828125,364.7149353027344,9.910660743713379,232.90408325195312,131.5191192626953,30.721906661987305,17.838281631469727,15.22359561920166,18.083385467529297,31.162715911865234,419.0412292480469,37.38454055786133,37.44736099243164,27.094932556152344,18.70136833190918,13.704140663146973,56.3126220703125,38.48947525024414,47.078922271728516,12.062484741210938,60.77826690673828,35.348140716552734,23.37555503845215,8.993067741394043,5.348735809326172,5.1465301513671875,7.6628594398498535,10.02350902557373
exper0_location_2,243.51414489746094,30.775157928466797,13.376363754272461,12.824115753173828,9.98981761932373,13.928065299987793,7.3117523193359375,15.577434539794922,17.828859329223633,19.28700065612793,13.336572647094727,10.90084457397461,18.433279037475586,6.924210548400879,7.770001411437988,21.30542755126953,20.974679946899414,16.334745407104492,52.919437408447266,12.783578872680664,17.526456832885742,285.471923828125,35.909263610839844,33.33557891845703,343.7963562011719,13.46516227722168,11.09251594543457,13.591673851013184,11.795526504516602,14.263392448425293,68.78168487548828,35.10569381713867,9.862630844116211,14.560762405395508,13.149211883544922,20.253551483154297,32.534629821777344,719.4501342773438,7.358959674835205,12.30689525604248,89.63253784179688,26.456924438476562,101.61951446533203,6.542160511016846,13.57376766204834,13.526814460754395,4.714159965515137,3.555964708328247,7.839465141296387
exper0_location_3,13.46865463256836,33.330753326416016,25.65416145324707,83.70338439941406,10.517121315002441,6.059629440307617,8.071573257446289,16.538179397583008,36.358192443847656,19.147436141967773,191.35067749023438,20.98999786376953,19.237096786499023,13.229881286621094,13.80306625366211,35.74131393432617,23.891292572021484,34.66777801513672,20.705472946166992,33.793209075927734,21.90363883972168,57.649017333984375,84.48522186279297,70.61154174804688,30.031192779541016,16.962709426879883,12.621373176574707,18.254295349121094,13.131203651428223,21.187877655029297,67.21216583251953,99.93727111816406,29.10877227783203,9.047103881835938,7.9660258293151855,6.909794330596924,9.070911407470703,119.6897201538086,49.08473205566406,388.597412109375,53.69113540649414,10.279260635375977,21.299150466918945,8.333036422729492,12.231440544128418,15.714306831359863,92.80065155029297,26.176042556762695,11.505412101745605
exper0_location_4,8.116399765014648,4.814530372619629,6.24398946762085,4.500456809997559,15.076741218566895,3.255213737487793,4.6184563636779785,6.429563999176025,12.77904987335205,7.242630481719971,4.0835466384887695,7.955370903015137,21.84215545654297,8.555389404296875,6.683902263641357,18.42928695678711,6.647811412811279,8.896445274353027,5.4366278648376465,335.8207092285156,6.868570804595947,5.385534286499023,9.759015083312988,12.455755233764648,10.171896934509277,146.95407104492188,14.152578353881836,11.792966842651367,8.30717945098877,12.547335624694824,12.786270141601562,9.931318283081055,22.785863876342773,22.084320068359375,10.434593200683594,11.087301254272461,11.210561752319336,391.85919189453125,12.03840160369873,905.6124267578125,5.456011772155762,3.351539373397827,13.254632949829102,36.072139739990234,2.15512752532959,37.53689956665039,106.45262145996094,5.107403755187988,6.497946739196777
exper0_location_5,6.919998645782471,11.63577651977539,12.177155494689941,11.667585372924805,46.779884338378906,8.499823570251465,21.185108184814453,10.000313758850098,30.77625274658203,11.468982696533203,243.8921356201172,12.088240623474121,16.613330841064453,139.2717742919922,14.906472206115723,67.13678741455078,16.176843643188477,13.01522159576416,13.196298599243164,106.18186950683594,25.628820419311523,5.551219463348389,15.177667617797852,30.946430206298828,8.718586921691895,12.976418495178223,4.748254299163818,9.475320816040039,7.406835556030273,10.233025550842285,6.8476786613464355,6.424299716949463,5.118431568145752,9.115378379821777,6.255866050720215,10.00475788116455,42.16893005371094,255.27806091308594,8.13724422454834,7.030837059020996,5.5798869132995605,11.999664306640625,40.69698715209961,15.426464080810547,9.447656631469727,5.375709056854248,4.74819803237915,4.111958980560303,4.638777732849121
exper0_location_6,7.538427829742432,7.043709754943848,4.886562347412109,47.50361251831055,7.295424938201904,8.639203071594238,3.819868564605713,25.705101013183594,7.813643455505371,5.930689811706543,255.81375122070312,7.742689609527588,3.8342714309692383,5.088857650756836,4.659754276275635,13.270005226135254,9.376590728759766,7.895384311676025,8.174487113952637,42.418392181396484,4.716558933258057,7.965031147003174,8.826412200927734,5.793989658355713,3.5765085220336914,6.315697193145752,9.234216690063477,13.133583068847656,7.993165016174316,7.613063812255859,9.960149765014648,15.647652626037598,8.344773292541504,8.478556632995605,7.087188243865967,4.827786445617676,7.019773006439209,492.8987121582031,6.221101760864258,47.19636154174805,6.094003200531006,1.6391810178756714,8.231006622314453,3.3392162322998047,13.100236892700195,6.3320231437683105,5.727855682373047,3.5540859699249268,5.182669162750244
exper0_location_7,9.296853065490723,30.971988677978516,11.778550148010254,22.685991287231445,6.012135028839111,5.3447747230529785,6.17214822769165,12.679689407348633,9.54604721069336,7.665305137634277,54.79497146606445,13.62330150604248,16.476818084716797,9.488531112670898,5.36092472076416,19.764942169189453,17.016311645507812,11.050985336303711,17.13091278076172,12.703095436096191,15.788195610046387,76.9743881225586,9.258197784423828,22.8067684173584,21.278154373168945,5.5862040519714355,8.483649253845215,13.695273399353027,9.661677360534668,5.845932483673096,37.22049331665039,12.125082015991211,109.34883880615234,6.664364337921143,6.188137054443359,8.910628318786621,42.23225402832031,363.465576171875,63.229915618896484,7.825337886810303,6.970466613769531,4.352949619293213,11.101035118103027,9.124926567077637,26.88936996459961,11.149910926818848,9.539846420288086,7.13826847076416,7.919295787811279
exper0_location_8,29.095752716064453,195.69091796875,6.5499491691589355,15.10067367553711,5.010411739349365,7.506340980529785,4.951333045959473,7.4007697105407715,6.044794082641602,3.7382972240448,450.3780822753906,5.135614395141602,6.843321323394775,8.767288208007812,7.441751956939697,8.082393646240234,11.003106117248535,18.537389755249023,10.222275733947754,14.283376693725586,8.866806983947754,14.017013549804688,9.855183601379395,3.9436755180358887,5.875138282775879,12.580742835998535,6.936241149902344,15.044014930725098,9.925824165344238,13.85378360748291,13.220247268676758,102.23588562011719,6.061415672302246,5.3005523681640625,6.166266441345215,3.514907121658325,4.935636043548584,468.4414367675781,6.266324996948242,6.4104323387146,10.870891571044922,83.574462890625,12.224555969238281,8.449835777282715,28.878990173339844,2.2975850105285645,2.7473506927490234,2.467557430267334,4.292741775512695
exper0_location_9,562.4329223632812,178.9888916015625,32.40816116333008,32.297698974609375,30.643144607543945,13.144318580627441,9.894594192504883,153.8897247314453,17.49964141845703,4.96876859664917,50.420005798339844,7.03790283203125,3.5583112239837646,9.551522254943848,5.586743354797363,3.907123327255249,4.8296685218811035,4.584699630737305,6.2558746337890625,12.513349533081055,4.924744606018066,7.5257039070129395,7.526083946228027,84.03272247314453,13.020767211914062,6.169332027435303,5.74454402923584,6.089573383331299,6.5366291999816895,9.171327590942383,154.91445922851562,5.712085723876953,5.25136661529541,5.943542957305908,5.835041522979736,3.995847225189209,4.733047008514404,348.42218017578125,10.65329360961914,8.401543617248535,9.956497192382812,5.229748725891113,4.323879718780518,4.6154656410217285,11.193357467651367,59.49077224731445,10.08174991607666,7.072460174560547,3.7731244564056396
