"","HYPO_dorsal","HYPO_dorsal2","HYPO_ventral","HYPO_ventral2","THAL_latHabenula","THAL_lateral","THAL_lateral2","THAL_medHabenula","THAL_medial","THAL_venmedial","WM_dorsal","WM_ventral","PIA_dorsal","VENTRICLE","HPC","HPC_CA1","HPC_CA2/3","HPC_DG","STR","AMY_basomedial","AMY_posterior","PirCTX_L1","PirCTX_L2/3","CTX_ L5","CTX_L1","CTX_L2/3","CTX_L4","CTX_L5","CTX_L6","CTX_L6b"
"Inh_Meis2_4",0.00416226886171114,0.0321590923201888,0.00260306845497124,0.00909084893791882,0.00459294032464657,0.0159779635860251,1,0.00231798281574704,0.00370466427670861,0.00441695795564624,0.0255363946753453,0.0167504682302659,0.00310307455173733,0.0179931836838598,0.00609518078339798,0.00709532815279954,0.011390374444522,0.00586524438545194,0.0066133577684618,0.0035208231966204,0.00333922080573716,0.00223028069584487,0.00355270590516246,0.040628769323724,0.00359299446651715,0.0121838193626756,0.0317668432398105,0.0177236697737618,0.0209108809055512,0.00431734899437563
"Astro_THAL_hab",0.109357635435306,0.0928301454159546,0.0945717327803476,0.0644255735440703,0.10349114299995,0.0755582884453807,0.211741005646055,1,0.175715485601753,0.102560915677515,0.235583085813699,0.155646921546829,0.125056815985311,0.109985145279585,0.0507144105810942,0.0360606056295445,0.0810875277727521,0.0536928200539594,0.0519736285724111,0.0513600973303492,0.0972853913831084,0.0360586363484872,0.0484594046630202,0.0296159860208914,0.0163869913415322,0.0282664648320648,0.0363200344108433,0.0353528816636238,0.0425740833922285,0.0587629731162536
"Inh_6",0.00366867142699102,0.00239426325151667,0.0018600185191493,0.00178025001255686,0.0436778429805814,0.000663576709673902,0.000893541116855033,1,0.00189488020919177,0.00349556903000945,0.00123876512921659,0.00155478168188876,0.00240927886813327,0.00512016408420416,0.00234671881316483,0.00184857858949566,0.00278634644055523,0.00412409815414397,0.00158364529391831,0.00159986802411369,0.00206469345038903,0.000935201388027817,0.00180085731243603,0.000901099044230749,0.000660728252516615,0.00104123016986891,0.00105118075701664,0.00160462312843143,0.00120087726030443,0.0015071239945531
"Ext_Unk_3",0.0170677778628331,0.00434326845619874,0.00358502701020546,0.00305330709033932,0.00562442973843709,0.00653163320242292,0.00229833323257525,0.0114783963371544,1,0.0461721090257845,0.00281992567585944,0.00502307306836387,0.00210712561396115,0.00296887131664509,0.00209298227152465,0.00397859438044499,0.00540630850776823,0.00586278037169436,0.00217568493564388,0.00363933512141509,0.00379995580254321,0.00217079188371363,0.00335096334618923,0.00426239487257346,0.00110003782172932,0.00244552423024837,0.00321220984355048,0.00581613365090387,0.00323875281642974,0.00394793265061539
"Ext_Thal_1",0.0135221363130752,0.0513542313207737,0.00326707091863264,0.0159215685829409,0.0164713435429383,1,0.100020641363965,0.019631424678406,0.268836958183657,0.238235316057415,0.00877046977193218,0.0176514732058108,0.00770354128019976,0.0196703576488717,0.0234601733901737,0.00633317728594003,0.0161834741267185,0.0280900957428118,0.00906950309271927,0.00307826338844988,0.00269243456898186,0.00260941233409672,0.0034619722541885,0.0256368935247635,0.00249993618344259,0.00497846557474187,0.0271657737111659,0.007922420310432,0.00708639384854461,0.0031729417028673
"Ext_Thal_2",0.0183134980400794,0.0164177390045207,0.00383845408228183,0.00448119374871231,0.0139348492931062,0.172409609941018,0.00899458325200336,0.0552739844131837,0.128687127642084,1,0.00564945254136289,0.00570560745396396,0.00275527130808272,0.00361181869239603,0.0101138099278454,0.00400936457811564,0.00696156307261491,0.00847728159154388,0.00301649156686171,0.00492966684461884,0.00376998452040779,0.00487752926996523,0.0104859477460371,0.00443853032161236,0.00158972053476015,0.00324173764411515,0.00893789817588601,0.00800431459999796,0.00377171929322744,0.00446652615022905
"OPC_2",0.130077844782577,0.19062293541209,0.0992431183841241,0.118076198690456,0.0791541894629871,0.137115918203756,0.232806016985301,0.381237358889473,0.137264760355963,0.108875012548871,1,0.523213358399306,0.0805192359582427,0.315864130806656,0.110855514664964,0.0784020126188124,0.122481992024389,0.102288730800366,0.217396990335379,0.0933848222309476,0.0657623289450059,0.0421831381048411,0.0364701746855144,0.113053748841553,0.0179043870506673,0.0387667451967031,0.116572120753276,0.0902942130988037,0.200641585806577,0.224074969852503
"Oligo_1",0.119165312160587,0.244353682386556,0.0537433461146686,0.0894676408262176,0.0492014662909415,0.311062770463826,0.313195530162288,0.132799225598522,0.185304113713551,0.218094380906753,1,0.439050524622551,0.0399466410036492,0.120503711476883,0.0496561259306872,0.04219442151975,0.0825949241474307,0.0369554076021983,0.175587857976744,0.059041011361623,0.0257732423905697,0.0212108884628714,0.0121159150457614,0.16603219416234,0.0108980305016752,0.0284582192269387,0.161770137626116,0.079119562135996,0.215270454266984,0.150798476135131
"Oligo_2",0.105626625394353,0.198023858528181,0.0421123039621185,0.114288677612127,0.0499836199606393,0.123375451768557,0.290661646786297,0.166607951482247,0.125220092271693,0.0595306551174732,1,0.427871042437357,0.0413821820741649,0.17540926126779,0.054102231227865,0.017917717463283,0.0299369860592897,0.0173777713200933,0.195482794912533,0.020855270404574,0.0122984052692234,0.0104950254618375,0.00382680061581291,0.052390587171672,0.00446553809856323,0.00860160162843221,0.0331645217182124,0.0228647755937589,0.113414936514976,0.18185959885246
"Inh_2",0.170691066648347,1,0.0120779807155236,0.0799629759465267,0.089581839926495,0.0154813159307892,0.069752741346863,0.0093087675621621,0.0268425336840357,0.0228310181394659,0.018551361800715,0.0540177757081066,0.00556430629094995,0.0498125059071442,0.00799304585440973,0.0127966653346965,0.0230180865348871,0.014349478561549,0.00917208655100107,0.0103995862348467,0.00986612197113807,0.00551762654672187,0.00912343724435143,0.0336055344331149,0.00227258432161345,0.00912135981030857,0.0147749871639557,0.0193012066921188,0.0125377041835084,0.010136276089594
"Inh_5",0.151705628423322,1,0.0169193437649386,0.376167463097415,0.0772576910909789,0.078106548211121,0.145726676560715,0.0192274265040276,0.0713008551833889,0.0294182682435647,0.0279562432901214,0.054693388836943,0.0301264014538675,0.727614045668792,0.0268429562836985,0.0606317744662613,0.161343413386887,0.0649415291296532,0.0202415315952099,0.042985427131953,0.0281496560566333,0.0240321078645707,0.0344083460811995,0.290452759432138,0.0113256708045285,0.0460728139530311,0.0884422661508892,0.213940990503726,0.0956833871909034,0.0382672676969606
