"","predicted.id","prediction.score.Ext_L25","prediction.score.Inh_6","prediction.score.Micro","prediction.score.Ext_Hpc_DG1","prediction.score.Oligo_2","prediction.score.Ext_Pir","prediction.score.Astro_HYPO","prediction.score.Ext_Hpc_DG2","prediction.score.Inh_Meis2_2","prediction.score.Astro_THAL_med","prediction.score.Inh_2","prediction.score.Inh_Vip","prediction.score.Oligo_1","prediction.score.Ext_Thal_1","prediction.score.Inh_Sst","prediction.score.Ext_L6","prediction.score.Ext_Hpc_CA1","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Inh_4","prediction.score.Inh_5","prediction.score.OPC_1","prediction.score.Ext_L23","prediction.score.LowQ_2","prediction.score.Ext_Hpc_CA3","prediction.score.Inh_1","prediction.score.Unk_1","prediction.score.Astro_AMY","prediction.score.Inh_Meis2_4","prediction.score.Ext_L5_2","prediction.score.Nb_2","prediction.score.Inh_Pvalb","prediction.score.OPC_2","prediction.score.Astro_THAL_lat","prediction.score.Astro_HPC","prediction.score.Inh_Meis2_1","prediction.score.Inh_Lamp5","prediction.score.Ext_ClauPyr","prediction.score.Inh_Meis2_3","prediction.score.Ext_Amy_2","prediction.score.Ext_Amy_1","prediction.score.Ext_Thal_2","prediction.score.Astro_WM","prediction.score.Inh_3","prediction.score.Astro_CTX","prediction.score.Ext_Unk_3","prediction.score.Astro_AMY_CTX","prediction.score.Nb_1","prediction.score.Ext_L6B","prediction.score.max","spot"
"exper0_location_11","Inh_Pvalb",0,0,0,0,0,0,0.0104275173753653,0,0,0,0,0,0,0,0.145247922049472,0,0,0,0,0,0,0,0.004993064862804,0,0,0.00166300683416432,0.00324413263525607,0.00714186308855127,0,0,0,0.827282493154387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827282493154387,"exper0_location_11"
"exper0_location_12","Ext_Amy_2",0,0,0,0,0,0.00454139295212112,0,0,0,0,0,0,0,0,0.11015631444993,0,0,0,0.0434040556826231,0.0448963242948349,0,0,0,0,0,0.0268486479873143,0.0270745828000886,0,0,0.00822373524786589,0,0,0,0,0,0.139872308065389,0,0,0,0.566862362871136,0,0,0,0.0281202756486966,0,0,0,0,0,0.566862362871136,"exper0_location_12"
"exper0_location_13","Ext_Amy_2",0,0,0,0,0,0.0417678798022652,0,0,0,0,0,0,0,0,0,0,0,0.0108063006132404,0.0524984581337405,0,0,0,0,0,0,0,0.00690411080185226,0,0,0,0,0,0.0980871238468396,0,0,0,0,0,0,0.781165589543643,0.00877053725841935,0,0,0,0,0,0,0,0,0.781165589543643,"exper0_location_13"
"exper0_location_14","Ext_Amy_2",0.0718029414284754,0,0,0,0.0139942329603752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007087924650303,0.00224526317594696,0,0,0,0,0,0.0293500218545767,0.0222514349442128,0,0,0,0,0,0.157778233782684,0,0,0,0,0,0,0.687286359131723,0,0,0,0.00820358807170274,0,0,0,0,0,0.687286359131723,"exper0_location_14"
"exper0_location_15","OPC_2",0,0,0,0,0.187419117441081,0,0,0,0,0,0,0,0.204991190262456,0,0,0,0,0,0.0575031211566468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485269169657915,0,0,0,0,0,0,0.0648174014819015,0,0,0,0,0,0,0,0,0,0.485269169657915,"exper0_location_15"
"exper0_location_16","Ext_Amy_2",0,0,0,0,0.0136739686679564,0.0145993099756677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535086957780097,0.0190610519739528,0,0,0,0,0,0,0,0,0,0,0,0,0.947314799804622,0,0,0,0,0,0,0,0,0,0.947314799804622,"exper0_location_16"
"exper0_location_17","Ext_Amy_2",0,0,0,0,0,0.00686527696110206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121420890869413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991920514130204,0,0,0,0,0,0,0,0,0,0.991920514130204,"exper0_location_17"
"exper0_location_18","Ext_L56",0,0,0,0,0.0587582664576801,0,0,0,0,0,0,0,0,0,0,0.0171431607389525,0,0,0.521849386884604,0.00970400938037504,0,0.249155455759172,0,0,0,0,0.0455732748576639,0,0,0,0,0,0,0,0,0.0978164459215523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521849386884604,"exper0_location_18"
"exper0_location_19","Inh_3",0,0,0,0,0,0.299333406436278,0,0,0,0,0,0,0,0,0,0.0260243402504498,0,0.00386625432827951,0,0.0203602661497977,0,0,0.0951782862914379,0,0,0.103267059697695,0.0163347782029841,0,0,0,0,0,0,0,0,0,0,0,0,0.0472382780670017,0,0,0,0.388397330576076,0,0,0,0,0,0.388397330576076,"exper0_location_19"
"exper0_location_20","OPC_1",0,0,0,0,0.015147276595884,0.104625972423127,0,0,0,0,0,0,0,0,0,0.0842552280037195,0,0.026135591729536,0.0197806922018265,0.0335719805092171,0,0.320510458352531,0.214553757288146,0,0,0.00446747881131053,0.0634012419282848,0,0,0,0,0,0,0.00237981716814269,0,0,0,0,0.0491387181533523,0.0103639550036866,0,0,0,0.0153375246676919,0,0,0,0,0.0363303071635443,0.320510458352531,"exper0_location_20"
"exper0_location_21","Ext_L23",0,0,0,0,0,0.00454758824170643,0.026433620357986,0,0,0.00650891792968385,0,0,0,0,0,0,0,0.0163152121902153,0.10591844434227,0,0,0,0.582842223323414,0.206470711627126,0,0,0.00193366557381992,0,0,0,0,0,0,0,0,0,0,0,0,0.0141380185354563,0,0,0,0,0.0167400201040402,0,0,0,0.0181515777742817,0.582842223323414,"exper0_location_21"
"exper0_location_22","Ext_L56",0,0,0,0,0,0.145737913395684,0.0166075840226967,0,0,0.00727240540964857,0.0210007423244802,0,0,0,0,0.23413299998843,0,0,0.392530478398795,0.048305039309925,0,0,0.076535604758865,0,0,0,0.0097570899401271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481201424513494,0.392530478398795,"exper0_location_22"
"exper0_location_23","LowQ_2",0,0,0.00274183804528174,0,0,0.0262878943919522,0.00610362489053373,0,0,0.00267344181881915,0,0,0,0,0,0,0,0,0.0232400470901995,0.00130226952248732,0,0,0.0535219586496971,0.847787074175954,0,0.0114932015931902,0.00564342750417078,0,0,0,0,0,0,0.0017598815870781,0,0,0,0,0,0.0174453407306367,0,0,0,0,0,0,0,0,0,0.847787074175954,"exper0_location_23"
"exper0_location_24","LowQ_2",0,0,0,0,0,0.00149257660954278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199918270931104,0.779379920243351,0,0.00219837830247751,0.00665579135939547,0,0,0,0,0,0,0,0,0,0,0,0,0.0103550625541292,0,0,0,0,0,0,0,0,0,0.779379920243351,"exper0_location_24"
"exper0_location_25","Oligo_2",0.0930912143984716,0,0.125145256206972,0,0.176651211823471,0.0229048838332949,0,0,0,0,0.0133402890171653,0,0,0,0,0.0210006977986031,0,0.130063657128192,0.0671550596302805,0.0625170707406038,0,0,0,0.127501337858239,0,0.0303724099194569,0.0189291442506739,0,0,0,0,0,0,0,0,0,0,0,0,0.0279110552356902,0,0,0,0.0430383873403244,0,0,0,0,0.0403783248185619,0.176651211823471,"exper0_location_25"
"exper0_location_26","Micro",0,0,0.930187200866053,0,0,0.01352743018161,0.0179086813305295,0,0,0,0.00447528751049311,0,0,0.00155147592327269,0,0,0,0,0.0085074925707358,0,0,0.0214554202712014,0,0,0,0,0.00238701134610452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930187200866053,"exper0_location_26"
"exper0_location_27","Ext_L23",0,0,0,0,0,0.384504380309085,0,0.0126377248912056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552554050024672,0,0,0,0.0124516448176378,0,0,0,0,0,0,0,0,0,0,0,0,0.0378521999573999,0,0,0,0,0,0,0,0,0,0.552554050024672,"exper0_location_27"
"exper0_location_28","Ext_Pir",0,0,0,0,0,0.505435700279209,0,0,0,0,0,0,0,0,0,0.0849459283529096,0,0.0186652654360625,0,0,0,0,0.390953105931819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505435700279209,"exper0_location_28"
"exper0_location_29","Ext_L23",0.00693116418113713,0,0,0,0,0.240709455746326,0,0,0,0,0.0139556598072273,0,0,0,0,0,0,0.175114642324661,0.0055485411102552,0,0,0,0.353158252885819,0.163249683580934,0,0,0.0318275216090715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00950507875456991,0,0,0,0,0,0.353158252885819,"exper0_location_29"
"exper0_location_30","Ext_L5_1",0.0852599487410835,0,0.0280832731771502,0,0.00723029652227096,0.302550490297727,0,0,0,0,0,0,0,0,0,0.0565023404670048,0,0.472843742278441,0,0,0,0,0.0102081945932241,0,0,0,0.00835357676224349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289681371608557,0,0,0,0,0,0,0,0,0.472843742278441,"exper0_location_30"
"exper0_location_31","Ext_Pir",0.00658010855997621,0,0,0,0,0.508016703495925,0,0,0,0,0,0,0,0,0.12284620046482,0,0,0.0919423929190002,0,0.0325697306093993,0,0,0,0,0,0.00250370029691352,0.0175985838556363,0,0,0,0,0,0,0,0,0,0,0,0,0.207081913067876,0,0,0,0.0108606667304529,0,0,0,0,0,0.508016703495925,"exper0_location_31"
"exper0_location_32","Oligo_2",0,0,0,0,0.434274652689163,0.017809338085083,0,0,0.0185361076341669,0,0,0.0403944963402186,0,0,0.294892889288895,0,0,0,0,0.111576305273423,0,0,0,0,0,0.00392764001902739,0.0273321315143495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512564391556749,0,0,0,0,0,0.434274652689163,"exper0_location_32"
"exper0_location_33","Inh_Sst",0,0,0,0,0,0.0030291496254788,0.0141826838678262,0,0,0,0.0881480439941488,0,0,0,0.411118909391875,0,0,0,0,0.244620941880698,0,0,0,0,0,0.0337677215605532,0.102649820143923,0,0,0,0,0,0,0,0,0,0,0,0,0.0170625869954792,0,0,0,0.0690825774126521,0,0,0.0163375651273658,0,0,0.411118909391875,"exper0_location_33"
"exper0_location_34","Inh_1",0,0,0,0,0.0506549712559513,0,0,0,0,0,0.0386116690052452,0,0,0,0,0,0,0,0,0.214613979188099,0.00351676113893066,0,0,0,0,0.567797018495985,0.00803043397299152,0,0,0,0,0,0,0,0,0,0,0,0.020259628650751,0,0,0,0,0.0965155382920457,0,0,0,0,0,0.567797018495985,"exper0_location_34"
"exper0_location_35","Inh_3",0.0231178569896877,0.0376668279061213,0,0,0,0,0,0,0,0,0.0820256601923761,0,0,0.0220909465352128,0.00624196337856375,0,0,0,0,0.0732063525937478,0.0310065212738528,0.064944568398465,0,0,0,0.227886527573595,0.0424203635051026,0,0,0,0,0.0754344537105813,0,0,0,0,0.0176084213390988,0,0.056847910520517,0,0.00971349700262721,0,0,0.229788129080451,0,0,0,0,0,0.229788129080451,"exper0_location_35"
"exper0_location_36","Inh_Meis2_4",0,0,0,0,0.00393824356197349,0,0,0,0,0,0.00251222699484598,0,0,0.0521172133721152,0.00435756556982021,0,0,0,0,0,0,0,0,0.0453630426534928,0,0.0726026667413261,0,0,0.639794705547166,0,0,0,0,0,0,0,0,0,0,0,0.00444357963514167,0,0,0.174870755924119,0,0,0,0,0,0.639794705547166,"exper0_location_36"
"exper0_location_37","Inh_1",0,0,0,0,0.0148662254558338,0,0,0,0,0,0.0245306477246622,0,0,0,0,0,0,0,0,0.0826067543268973,0.00756449961383212,0,0,0,0,0.466947385100326,0.0592442389171122,0,0,0,0,0,0,0,0,0,0,0,0,0.0038849538443733,0,0,0.0270735195073374,0.151061475229124,0.146748316039013,0,0,0.0154719842414887,0,0.466947385100326,"exper0_location_37"
"exper0_location_38","Astro_CTX",0,0,0,0,0,0.0152621879742347,0.0679653147487624,0,0.000381482583882512,0.0505073316974417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572703473376193,0.0384485366924173,0,0,0.010011600181092,0,0,0.0518093353696591,0.0180068739135658,0.0550713931513174,0,0,0,0,0,0,0.0106565938752228,0,0.585905779890535,0,0.0387032225842495,0,0,0.585905779890535,"exper0_location_38"
"exper0_location_39","Ext_Unk_3",0.0807752901174772,0,0,0,0,0,0.024320197211327,0,0,0.0559206933741133,0.0092580291783259,0,0,0,0.0286743584071466,0,0,0,0.0137564980399367,0.0243029727424192,0,0.0119446964979565,0,0,0,0,0.0268786622703985,0,0,0,0,0,0,0.21017232259663,0.0223040002465661,0.022685799619913,0,0,0,0,0,0,0,0.0320036697401223,0.0511707749495221,0.385832035008146,0,0,0,0.385832035008146,"exper0_location_39"
"exper0_location_40","Inh_Meis2_1",0,0.00298175200375958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168349380374861,0.00653035415888198,0.0567078699080353,0,0,0.0403219107690461,0.0139981568332295,0.0147431996609155,0,0,0,0.0323919736245653,0,0,0,0,0.661455293693256,0.00375082125554874,0,0,0,0,0,0,0,0.0373893692963112,0.112894360758964,0,0,0,0.661455293693256,"exper0_location_40"
"exper0_location_41","Ext_Hpc_CA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79814312417631,0,0,0,0,0,0,0,0.139654234112331,0,0,0,0,0,0,0,0,0.0205613725942209,0,0,0,0,0,0,0,0,0,0,0,0.0416412691171384,0,0,0,0.79814312417631,"exper0_location_41"
"exper0_location_42","Ext_Hpc_CA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819460356049266,0,0,0,0,0,0,0,0,0,0.0172382116979053,0.0210332101060581,0,0,0,0,0,0,0.0133547805339248,0,0,0,0,0,0,0,0,0,0.0810680838321825,0,0.0478453577806625,0,0,0.819460356049266,"exper0_location_42"
"exper0_location_43","Ext_Hpc_CA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837604671179293,0,0,0,0,0,0,0,0,0,0,0.0221735304119955,0,0,0,0,0,0,0.0142393079117327,0,0.0901634811941956,0,0,0,0,0,0,0,0.022718119318508,0,0.0131008899842756,0,0,0.837604671179293,"exper0_location_43"
"exper0_location_44","Ext_Hpc_CA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927187598502845,0,0,0,0,0,0,0,0,0,0.0116186670899198,0.0185344180315433,0,0,0,0,0,0,0.0123067033931588,0,0,0,0,0,0,0,0,0,0.0190391145003626,0,0.0113134984821703,0,0,0.927187598502845,"exper0_location_44"
"exper0_location_45","Ext_Hpc_CA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973183888499764,0,0,0.0147426333329184,0,0,0,0,0,0.00400740744980402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806607071751292,0,0,0,0,0,0.973183888499764,"exper0_location_45"
"exper0_location_46","Micro",0,0,0.289511306773387,0,0,0.0092872843512954,0,0,0,0,0.0388875598378719,0,0,0,0,0,0,0,0,0.0856722631021274,0.0373167236206333,0.00463171261649565,0,0,0.0229513393785794,0,0.0972482196341776,0,0,0,0,0,0,0,0,0,0,0,0.0937129550240469,0,0,0,0,0.0630546121599065,0.047853666946661,0.209872356554818,0,0,0,0.289511306773387,"exper0_location_46"
"exper0_location_47","Inh_Meis2_3",0,0,0,0,0,0.0777979900615046,0,0,0.0866253570399611,0,0.00791784653996279,0,0,0,0,0,0,0,0.124102658178962,0.0723057843507151,0,0,0.0282315792234373,0,0,0.00334786519184598,0.125944081898188,0,0,0,0,0,0,0,0,0.151666936848568,0,0,0.188034885809582,0.0262312110117073,0,0,0,0,0,0.0131632195479609,0,0,0.0946305842976047,0.188034885809582,"exper0_location_47"
"exper0_location_48","Ext_L6B",0,0,0,0,0.00280058691973731,0,0,0,0,0,0.0464614516434918,0,0,0,0,0.0120626377530706,0,0,0.189570324416023,0.0497550512129902,0,0,0,0,0,0.0334008154764215,0.0270465090770808,0,0,0,0,0,0,0,0,0,0,0,0.0232190001844572,0.0164714127741803,0,0,0,0.0306325807053351,0,0.00324408454059253,0,0,0.56533554529662,0.56533554529662,"exper0_location_48"
"exper0_location_49","OPC_2",0,0,0,0,0,0,0,0,0.147591518699115,0,0,0,0,0,0,0.0161642143877909,0,0,0.00337168622715091,0,0,0.0104905797466056,0,0,0,0,0.0110644243985245,0,0,0,0,0,0.720979621232343,0,0,0,0,0,0.0123230499310194,0.0715180414187457,0.00649686395870514,0,0,0,0,0,0,0,0,0.720979621232343,"exper0_location_49"
"exper0_location_50","Ext_Hpc_DG2",0,0,0,0.0948060174490446,0,0.111678281931397,0,0.369947851650818,0,0,0.00987665990641914,0,0,0,0,0.178262787880278,0,0.0573183416590836,0,0.0469208367645898,0,0,0.0308493232241446,0,0,0.0119531010669768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470165189842796,0,0,0,0.0413702794829694,0,0.369947851650818,"exper0_location_50"
"exper0_location_51","Ext_Thal_1",0,0,0,0,0.0256698923816664,0,0,0,0,0,0,0,0,0.689042218543784,0,0.010404743289361,0,0,0.0501926520134903,0,0,0,0,0,0,0.00655168727687123,0.0173340065833658,0,0,0,0,0.0308055373575801,0,0,0,0,0,0,0,0,0,0.169999262553881,0,0,0,0,0,0,0,0.689042218543784,"exper0_location_51"
"exper0_location_52","Ext_ClauPyr",0.119214869223159,0,0,0,0.0420713925406738,0,0,0,0.136202369501681,0,0,0.102522657540548,0,0,0.00588424754827994,0.0848002547352586,0,0.165357293171993,0,0,0,0,0.00888193603053436,0,0,0,0.0556270714440017,0,0,0,0,0,0,0,0,0,0,0.21927486557698,0,0,0,0.0601630426868911,0,0,0,0,0,0,0,0.21927486557698,"exper0_location_52"
"exper0_location_53","Ext_L5_2",0.0356604981887231,0.0179737808989842,0,0,0.0162511019908763,0,0,0,0,0,0.0104445817829652,0,0,0,0,0,0,0.0321078231256448,0,0,0.00871746942207835,0,0.120681531803849,0,0,0,0.0418833918957817,0,0,0.697179245603668,0,0,0,0,0,0,0,0,0,0,0,0.00270323783410128,0.0102807374719623,0.00611659998136579,0,0,0,0,0,0.697179245603668,"exper0_location_53"
"exper0_location_54","Ext_Thal_1",0,0.0153806491235629,0,0,0.117994656476205,0,0,0,0,0,0,0,0,0.187508790960234,0,0.0725902197429524,0,0.0927041579972071,0,0.00617500764059516,0,0,0.00959995092931308,0,0,0.0095920813653634,0.142329990495292,0.0497939258407003,0,0,0,0.041445279287213,0,0,0.0357104383104354,0,0,0,0,0.0036317145517881,0,0,0.14242789896702,0,0,0,0.0586770333033556,0.0144382050087615,0,0.187508790960234,"exper0_location_54"
"exper0_location_55","Ext_L6",0.0125183489228254,0,0,0,0.00488203925179681,0,0,0,0,0,0,0,0,0,0,0.47831170098525,0,0.0658553642686932,0,0,0,0,0,0,0,0.00863489761853052,0.00212163298340568,0,0,0.178542195630855,0,0.171304368611503,0,0,0,0,0,0.0778294517271403,0,0,0,0,0,0,0,0,0,0,0,0.47831170098525,"exper0_location_55"
"exper0_location_56","Inh_Pvalb",0.0542198014866399,0,0,0,0.00928865203290531,0.0126471737637247,0,0,0,0,0.00521969146001428,0,0,0,0.0208976497510146,0.154273373643726,0,0.1428495487672,0,0,0,0.115814065216471,0,0,0,0,0.00694978197921945,0,0,0,0,0.295487582925625,0,0,0,0,0,0,0,0,0,0.182352678973459,0,0,0,0,0,0,0,0.295487582925625,"exper0_location_56"
"exper0_location_57","Ext_L5_2",0.0246548489114502,0,0,0,0,0,0,0,0,0,0,0,0,0.33404089577743,0.00558359151373786,0,0,0.0591759817098286,0,0.00925672456344844,0,0,0,0,0,0,0.162005146394918,0,0,0.375013611819734,0,0.0185730314262133,0,0,0,0,0,0,0,0,0,0,0,0.0116961678832396,0,0,0,0,0,0.375013611819734,"exper0_location_57"
"exper0_location_58","Oligo_2",0.023742919054646,0,0,0,0.177484779392053,0,0,0,0,0,0,0,0,0,0.0128686002762296,0.0300102820089128,0,0.121279950889056,0,0.0703095276816923,0,0,0.016684041571177,0.133473185513444,0,0.017425301977083,0.044478991424302,0.0225267984864637,0,0,0.0305753845735866,0,0,0,0.0241279658282658,0,0,0,0,0.00521935732859904,0,0,0.121005948973522,0.0191649226573136,0.0561946129558267,0,0.0380124495164694,0.035414979891357,0,0.177484779392053,"exper0_location_58"
"exper0_location_59","Inh_Pvalb",0.00914123836437661,0,0,0,0,0,0,0,0,0,0.00996142172685941,0,0,0,0.0663302946836612,0.0188844674231398,0,0.319769838985439,0,0,0,0,0.0149172284943274,0,0,0,0.0181989557160585,0,0,0,0,0.523723629157538,0,0,0,0,0.0107536636974636,0,0,0,0,0,0,0.00831926175113616,0,0,0,0,0,0.523723629157538,"exper0_location_59"
"exper0_location_60","Inh_Pvalb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548439391406217,0.00596064740915344,0,0,0,0,0,0,0,0,0,0,0.0439064465605671,0,0,0,0.0938894111785704,0.471367823217462,0,0,0,0,0.032316802928934,0.252868654618165,0,0,0,0,0.0282254322350097,0,0,0,0,0.0166208427115164,0,0.471367823217462,"exper0_location_60"
"exper0_location_61","Ext_Amy_2",0,0.00213086217509297,0,0,0.00056781751624298,0.0333085914548791,0,0,0,0,0,0,0,0,0,0,0,0.0107136462477714,0,0.00873405360207686,0,0,0,0,0,0.11731146564387,0.0400341824564914,0,0,0,0,0,0,0,0,0.0586331267138087,0.00718597174333202,0,0,0.717199129318653,0,0,0,0.00418115312778199,0,0,0,0,0,0.717199129318653,"exper0_location_61"
"exper0_location_62","Ext_Amy_2",0.0210215355390243,0,0,0,0,0.146500465526061,0,0,0,0,0.00953112994651122,0,0,0,0,0.115896262326771,0,0,0.0267418756307556,0.0559951715614635,0.00191679597279196,0,0.061330144940237,0,0,0.00232614709065886,0.0445172961322245,0,0,0,0,0,0,0,0,0,0,0,0,0.361272325911265,0.0513878822966459,0,0,0.0109100904864723,0,0,0,0,0.0906528766391181,0.361272325911265,"exper0_location_62"
