,mean_spot_factorsAstro_AMY,mean_spot_factorsAstro_AMY_CTX,mean_spot_factorsAstro_CTX,mean_spot_factorsAstro_HPC,mean_spot_factorsAstro_HYPO,mean_spot_factorsAstro_THAL_lat,mean_spot_factorsAstro_THAL_med,mean_spot_factorsAstro_WM,mean_spot_factorsExt_Amy_1,mean_spot_factorsExt_Amy_2,mean_spot_factorsExt_ClauPyr,mean_spot_factorsExt_Hpc_CA1,mean_spot_factorsExt_Hpc_CA3,mean_spot_factorsExt_Hpc_DG1,mean_spot_factorsExt_Hpc_DG2,mean_spot_factorsExt_L23,mean_spot_factorsExt_L25,mean_spot_factorsExt_L56,mean_spot_factorsExt_L5_1,mean_spot_factorsExt_L5_2,mean_spot_factorsExt_L6,mean_spot_factorsExt_L6B,mean_spot_factorsExt_Pir,mean_spot_factorsExt_Thal_1,mean_spot_factorsExt_Thal_2,mean_spot_factorsExt_Unk_3,mean_spot_factorsInh_1,mean_spot_factorsInh_2,mean_spot_factorsInh_3,mean_spot_factorsInh_4,mean_spot_factorsInh_5,mean_spot_factorsInh_6,mean_spot_factorsInh_Lamp5,mean_spot_factorsInh_Meis2_1,mean_spot_factorsInh_Meis2_2,mean_spot_factorsInh_Meis2_3,mean_spot_factorsInh_Meis2_4,mean_spot_factorsInh_Pvalb,mean_spot_factorsInh_Sst,mean_spot_factorsInh_Vip,mean_spot_factorsLowQ_2,mean_spot_factorsMicro,mean_spot_factorsNb_1,mean_spot_factorsNb_2,mean_spot_factorsOPC_1,mean_spot_factorsOPC_2,mean_spot_factorsOligo_1,mean_spot_factorsOligo_2,mean_spot_factorsUnk_1
exper0_location_0,0.12912526726722717,0.1836690753698349,0.16870376467704773,0.13339193165302277,0.3320847153663635,0.2496296912431717,0.3066825866699219,0.19484315812587738,0.19533485174179077,0.3497987985610962,0.19043822586536407,0.2756911516189575,0.3782489597797394,0.16547037661075592,0.28379160165786743,0.07339559495449066,0.3573436141014099,0.6319116353988647,0.058840323239564896,0.191639244556427,0.5063081383705139,1.8623085021972656,0.06007777526974678,0.26296964287757874,0.17356064915657043,0.14135365188121796,0.1371699869632721,0.06882636994123459,0.11356454342603683,0.0734579935669899,0.34813392162323,0.6884915828704834,0.05737445130944252,0.16774383187294006,0.35814234614372253,0.6865570545196533,0.28807803988456726,0.17030321061611176,0.0660443902015686,0.04663100093603134,0.08590712398290634,0.029096337035298347,0.21592487394809723,0.3984641432762146,0.10365178436040878,0.07263456284999847,0.039641089737415314,0.06902311742305756,0.39860397577285767
exper0_location_1,0.03158453479409218,0.04018126055598259,0.05405951291322708,0.05038131773471832,0.1368541121482849,0.16304317116737366,0.18980862200260162,0.053648293018341064,0.1037898138165474,0.30787497758865356,0.35173600912094116,0.08028090000152588,0.062132637947797775,0.44791287183761597,0.5219505429267883,0.48130130767822266,0.08451245725154877,0.4185830354690552,0.050454989075660706,0.17086857557296753,0.0937943160533905,0.8532970547676086,0.8234524130821228,0.030682403594255447,0.42484721541404724,0.15662918984889984,0.06551232188940048,0.02612513117492199,0.06670308113098145,0.05421985313296318,0.04563561826944351,1.2761846780776978,0.054790690541267395,0.09131873399019241,0.13792544603347778,0.23434551060199738,0.04265208542346954,0.09860803931951523,0.1197691410779953,0.22129510343074799,0.09569165855646133,0.5711195468902588,0.17631332576274872,0.54412442445755,0.05760618671774864,0.033049535006284714,0.049074653536081314,0.07035891711711884,0.3349017798900604
exper0_location_2,0.1658353954553604,0.39283210039138794,0.18278348445892334,0.13370904326438904,0.19329433143138885,0.41814985871315,0.32388168573379517,0.14708158373832703,0.051387157291173935,0.07934015244245529,0.14375251531600952,0.041879355907440186,0.03822444751858711,0.08181802928447723,0.09100688993930817,0.22328823804855347,0.12882442772388458,0.11805272847414017,0.03759808465838432,0.0897613912820816,0.04583688825368881,0.7557231783866882,0.2826867401599884,0.2719343304634094,0.3389070928096771,0.042896900326013565,0.0370340459048748,0.03412427753210068,0.045023467391729355,0.03426756337285042,0.16626647114753723,0.15162275731563568,0.0506560280919075,0.10364027321338654,0.056180357933044434,0.09682165086269379,0.10898906737565994,1.269552230834961,0.036765046417713165,0.0447879359126091,0.15197108685970306,0.31006544828414917,0.2915489971637726,0.23389111459255219,0.09524944424629211,0.03477349877357483,0.013622023165225983,0.03289424628019333,0.3482169508934021
exper0_location_3,0.09398595243692398,0.19464948773384094,0.24220657348632812,0.14660704135894775,0.10041137039661407,0.22181935608386993,0.1447172611951828,0.1512809544801712,0.0471755750477314,0.0331161692738533,0.5104905366897583,0.03737263008952141,0.023433459922671318,0.052660807967185974,0.0582113191485405,0.2163010686635971,0.07854881882667542,0.09568275511264801,0.0495719239115715,0.2333419770002365,0.029926486313343048,0.1890973597764969,0.4702320694923401,0.09228388220071793,0.094901904463768,0.09506865590810776,0.03199077397584915,0.0501161552965641,0.0934002473950386,0.0547153502702713,0.1141614317893982,0.2936410903930664,0.07017410546541214,0.04715368524193764,0.017397845163941383,0.025205614045262337,0.0250532366335392,0.4274192750453949,0.1273413598537445,1.0776984691619873,0.09593174606561661,0.1123083084821701,0.16855013370513916,0.36702194809913635,0.07691773027181625,0.030746769160032272,0.25850096344947815,0.26754021644592285,0.3841371536254883
exper0_location_4,0.05716371163725853,0.06799983233213425,0.06866748631000519,0.043475329875946045,0.06161921098828316,0.09461653977632523,0.07678930461406708,0.03824843466281891,0.09686222672462463,0.0575869120657444,0.06435956060886383,0.03410034999251366,0.10619805753231049,0.043449901044368744,0.04147082939743996,0.11467307060956955,0.05280974879860878,0.04020114988088608,0.03471934795379639,0.5798711180686951,0.020019445568323135,0.05655718967318535,0.3665229380130768,0.06573817878961563,0.10444187372922897,0.15407708287239075,0.09374129772186279,0.04504277557134628,0.05296740308403969,0.05747831612825394,0.04160885512828827,0.11548268795013428,0.2593251168727875,0.04776475578546524,0.03978786617517471,0.057134490460157394,0.0940680131316185,0.9568076729774475,0.05566442757844925,1.961074709892273,0.017779184505343437,0.01741044968366623,0.10331638157367706,0.33955907821655273,0.027704985812306404,0.08296209573745728,0.313266396522522,0.14294713735580444,0.1645282804965973
exper0_location_5,0.07209493219852448,0.0831683948636055,0.07574697583913803,0.06320567429065704,0.11877895891666412,0.24070695042610168,0.4750308096408844,0.06183117255568504,0.08131907135248184,0.019778195768594742,0.5734736919403076,0.024594204500317574,0.02270928956568241,0.2366095334291458,0.11809597909450531,0.44990256428718567,0.033954255282878876,0.028616029769182205,0.016131555661559105,0.47462198138237,0.04650381952524185,0.06602873653173447,0.1482672095298767,0.12722234427928925,0.04540983960032463,0.014167329296469688,0.016100052744150162,0.01187150552868843,0.015714608132839203,0.011012527160346508,0.015596614219248295,0.04035267233848572,0.01793079636991024,0.01776714436709881,0.019362501800060272,0.013541324995458126,0.12856504321098328,0.6797122955322266,0.01481818687170744,0.016637898981571198,0.025941351428627968,0.1399611383676529,0.3281709849834442,0.27865031361579895,0.028057973831892014,0.005195843521505594,0.019134407863020897,0.029252883046865463,0.11814554035663605
exper0_location_6,0.1197044774889946,0.12899264693260193,0.10253392159938812,0.08860787004232407,0.08233920484781265,0.23592954874038696,0.1602536141872406,0.13736648857593536,0.02520512230694294,0.019529642537236214,0.6822059154510498,0.0514291487634182,0.014024890027940273,0.043325699865818024,0.023787137120962143,0.04036803916096687,0.13659968972206116,0.03580891340970993,0.019379615783691406,0.5110653638839722,0.018927041441202164,0.030320696532726288,0.05042218044400215,0.033903367817401886,0.034592293202877045,0.01922084577381611,0.020089715719223022,0.023019174113869667,0.031206419691443443,0.026049094274640083,0.01896912045776844,0.26525425910949707,0.04675029590725899,0.038877591490745544,0.0290850643068552,0.0154337827116251,0.04051431268453598,0.8393600583076477,0.0219570379704237,0.1966751664876938,0.011712701059877872,0.023000329732894897,0.21030732989311218,0.18806788325309753,0.06847789138555527,0.010577035136520863,0.03127933293581009,0.02374056540429592,0.16655200719833374
exper0_location_7,0.11728375405073166,0.15926073491573334,0.10892680287361145,0.08998902887105942,0.07699541002511978,0.19612586498260498,0.1720239669084549,0.14595776796340942,0.0428626611828804,0.04636251553893089,0.41191068291664124,0.10075731575489044,0.034567076712846756,0.03533421456813812,0.056032463908195496,0.030425047501921654,0.10756481438875198,0.06510641425848007,0.020092947408556938,0.11411931365728378,0.03397369384765625,0.3339585065841675,0.023114286363124847,0.08295854926109314,0.07274310290813446,0.021894048899412155,0.028166621923446655,0.030093679204583168,0.06947336345911026,0.03843175247311592,0.08628396689891815,0.08762515336275101,0.20835089683532715,0.07107539474964142,0.026788579300045967,0.06095533072948456,0.19857004284858704,0.7456992268562317,0.26501551270484924,0.04572628438472748,0.024620279669761658,0.04607949033379555,0.33529049158096313,0.8591328263282776,0.1328354924917221,0.06413587927818298,0.027307527139782906,0.048268549144268036,0.8106420636177063
exper0_location_8,0.34692221879959106,0.27038660645484924,0.1334884911775589,0.1324007362127304,0.17837682366371155,0.44681307673454285,0.19575271010398865,0.07663018256425858,0.02188459411263466,0.017377285286784172,0.9920222759246826,0.03295917063951492,0.015745287761092186,0.06040947884321213,0.06680700927972794,0.23653468489646912,0.10772179067134857,0.09781242907047272,0.02144860476255417,0.1059383898973465,0.019355084747076035,0.2392851859331131,0.13211703300476074,0.01760263554751873,0.03626731038093567,0.05490392819046974,0.027555955573916435,0.03255245089530945,0.04095836356282234,0.034500885754823685,0.044375695288181305,0.43831369280815125,0.060297708958387375,0.03722415491938591,0.019466467201709747,0.013273686170578003,0.017619766294956207,1.1391278505325317,0.033142972737550735,0.03283314406871796,0.11573547124862671,0.8291277885437012,0.19403599202632904,0.20690040290355682,0.17801274359226227,0.005686097778379917,0.006169716827571392,0.020626889541745186,0.19477562606334686
exper0_location_9,0.88580721616745,0.7394629716873169,0.43379083275794983,0.5875974297523499,0.455121248960495,0.697294294834137,0.38602206110954285,0.5789171457290649,0.24331390857696533,0.011784945614635944,0.4615071713924408,0.08335305750370026,0.02381737343966961,0.046909477561712265,0.04509653523564339,0.012719310820102692,0.08273406326770782,0.0111779710277915,0.015269795432686806,0.13662445545196533,0.012028411030769348,0.014289901591837406,0.02032562531530857,0.13562455773353577,0.1516767144203186,0.03843623399734497,0.028588009998202324,0.0282297283411026,0.04078792780637741,0.021944619715213776,0.31351611018180847,0.0810215100646019,0.03252491354942322,0.0713685005903244,0.03178592771291733,0.030715778470039368,0.05724569037556648,0.7620999813079834,0.05022052302956581,0.04465608298778534,0.03447393700480461,0.03332867473363876,0.06908279657363892,0.4234909415245056,0.11384879797697067,0.140616312623024,0.0666988417506218,0.07543394714593887,0.2424871027469635
