,Astro_AMY,Astro_AMY_CTX,Astro_CTX,Astro_HPC,Astro_HYPO,Astro_STR,Astro_THAL_hab,Astro_THAL_lat,Astro_THAL_med,Astro_WM,Endo,Ext_Amy_1,Ext_Amy_2,Ext_ClauPyr,Ext_Hpc_CA1,Ext_Hpc_CA2,Ext_Hpc_CA3,Ext_Hpc_DG1,Ext_Hpc_DG2,Ext_L23,Ext_L25,Ext_L56,Ext_L5_1,Ext_L5_2,Ext_L5_3,Ext_L6,Ext_L6B,Ext_Med,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Ext_Unk_1,Ext_Unk_2,Ext_Unk_3,Inh_1,Inh_2,Inh_3,Inh_4,Inh_5,Inh_6,Inh_Lamp5,Inh_Meis2_1,Inh_Meis2_2,Inh_Meis2_3,Inh_Meis2_4,Inh_Pvalb,Inh_Sst,Inh_Vip,LowQ_1,LowQ_2,Micro,Nb_1,Nb_2,OPC_1,OPC_2,Oligo_1,Oligo_2,Unk_1,Unk_2,region_label,location,region_label_colors
HPC_CA2/3,0.3978402051239945,0.6312166250782717,0.1318110772647369,0.2809519942458936,0.03833470975356701,1.0,0.08108752777275206,0.09553242656944615,0.139289014822255,0.1061664678100309,0.4462318998059173,0.09385845025989663,0.053131861598195086,0.06256647452612861,0.05996108004857025,1.0,1.0,0.02475033891022453,0.0511149044083529,0.010136175517246538,0.00984533933863639,0.03417207774704561,0.02862423141254129,0.025874662619380474,0.09212019194054938,0.1309463643294184,0.0197695631966512,0.11742522041499796,0.02493584758327992,0.016183474126718493,0.006961563072614913,0.09597974718679865,0.010119020492396193,0.005406308507768231,0.016364103701374613,0.023018086534887103,0.20020628569256838,0.014226337051851206,0.16134341338688651,0.0027863464405552254,0.6998522537009841,0.10057760328827414,0.008849291010169234,0.008246042233668982,0.011390374444521997,0.38039541554075473,0.5792600735244086,0.6527826285247081,0.0032944797861199243,0.21720977269684358,0.5366292940735901,0.23645356028163245,0.20685052163393525,0.5337996921546257,0.12248199202438938,0.08259492414743073,0.02993698605928966,1.0,0.6502090745384304,HPC_CA2/3,hippocampus,#63ffac
HPC_DG,0.2544478026690062,0.4602445222638531,0.21875674809554424,0.46028887223823794,0.04087075315512834,0.6952592857922224,0.05369282005395939,0.09088070741508009,0.11362947770978421,0.20114772318800397,0.4226763274494926,0.017751524157742053,0.03600523029449465,0.025652512643934526,0.004811451448823714,0.06824502826122975,0.054307289814404566,1.0,1.0,0.035544241397867785,0.02731428912181785,0.015126417662096022,0.0223711878118882,0.02473121257908745,0.11333267683155826,0.04876403268702952,0.00996321342800707,0.08120211035991515,0.05567265443411486,0.028090095742811842,0.008477281591543885,0.46517083520781455,0.008291861420473341,0.005862780371694364,0.021288895352594667,0.014349478561548997,0.07882626658143829,0.02034463160938604,0.06494152912965323,0.0041240981541439655,1.0,0.05886151377606522,0.009519385075893345,0.00970062263670255,0.005865244385451938,0.34376262476418845,0.224705862592481,0.7093444914205383,0.0034113228591791246,0.08351952991678194,0.5570955558128595,1.0,1.0,0.4872553908745211,0.10228873080036631,0.03695540760219827,0.017377771320093327,0.14772099878373277,0.4911021917248217,HPC_DG,hippocampus,#b79762
HYPO_dorsal,0.058744009072820604,0.03526477189825425,0.01462622199361484,0.03756266312941817,0.8879272292273735,0.07830118980317496,0.10935763543530636,0.12278159413665374,0.18184238660262528,0.05304230439952897,0.29648803253013645,0.002038359053203986,0.0019114303019068146,0.0044630659421660505,0.00037414313317073595,0.0023942155199235403,0.0005486638479404676,0.0008330769119443008,0.0010615503631211049,0.0011396504232562595,0.0016431727987067308,0.0016571036256717174,0.0028616526842631346,0.004778366326163109,0.0146497012278102,0.004831611544854468,0.002297158767546454,0.02334174262965463,0.0008835288405022214,0.013522136313075223,0.018313498040079396,0.02108463967992617,0.050786725494862885,0.017067777862833138,0.08106848422167501,0.1706910666483471,1.0,1.0,0.15170562842332183,0.0036686714269910242,0.07700215772520691,0.0303979555586453,0.0023961850663202816,0.003605359189174502,0.004162268861711139,0.01210428574117196,0.05381491176549553,0.126647763749216,0.002243592016518867,0.044825615252501956,0.23099711122239827,0.0508610545011505,0.08599508329480744,0.4466370094820034,0.130077844782577,0.1191653121605871,0.10562662539435283,0.015865700326569653,0.5759966956775561,HYPO_dorsal,hypothalamus,#004d43
HYPO_dorsal2,0.0588863342536319,0.03868586420139505,0.023188080946239645,0.045704152560680666,0.3784629147807641,0.07889776788066932,0.09283014541595463,0.7273423097063692,0.3799123318555277,0.06683666712436787,0.25178353626959477,0.0015849805696559248,0.0015795066930928245,0.004152773759657382,0.00039809544515175205,0.002900876662358354,0.0008327831758040608,0.0006785229161541366,0.0008680220833792247,0.0013260078632318377,0.002575464698353102,0.0022633752941959417,0.0029933012878236103,0.010729793192051047,0.012756369109509462,0.004615784324701691,0.002447358377322519,0.028664015175590127,0.001212839468344195,0.051354231320773706,0.016417739004520746,0.012062325261549434,0.013601323683490202,0.004343268456198736,0.014530709892091638,1.0,0.15608880863759098,0.153668434209091,1.0,0.002394263251516674,0.06165305571481244,0.021047829558008203,0.006393362617466212,0.006117015503764749,0.03215909232018876,0.06957805181008007,0.0423263838356463,0.058787021833234775,0.0023061881028560716,0.038072830901328424,0.3196734023232019,0.015536207835565705,0.035301700710798405,0.2810213331804581,0.19062293541209044,0.2443536823865559,0.19802385852818086,0.009051913608390678,0.20006044902007605,HYPO_dorsal2,hypothalamus,#8fb0ff
HYPO_ventral,0.36825191534604923,0.3036465301352255,0.026326541411950125,0.05930034205611769,0.48855202016234833,0.21982219962835908,0.09457173278034763,0.031610256312619246,0.09146648568174312,0.15956991150522173,0.3241419771307354,0.021376612514582075,0.05794219547595842,0.00838019151515079,0.0015799338992850793,0.004890442726414415,0.0009435646579360912,0.0023423178240683253,0.0039988406510846515,0.003721868697572701,0.002643842930571031,0.0034687802819060804,0.005235616795198674,0.007233222578174679,0.06786362542285966,0.013299335576790909,0.005814718085754784,0.026603220153443713,0.011472677025947101,0.003267070918632642,0.0038384540822818305,0.12143282856533365,0.018167545499893592,0.003585027010205461,1.0,0.012077980715523568,0.33169581528829334,0.573015713006111,0.01691934376493864,0.001860018519149304,0.1999943366954669,1.0,0.018873194550921818,0.10272887891174384,0.0026030684549712382,0.014979953920256596,0.26347588455000664,0.18818768942717964,0.0023118196857627397,0.048793801379658254,0.36066822334088894,0.09480838278937652,0.22224822933278288,0.688363791464963,0.09924311838412406,0.05374334611466863,0.042112303962118534,0.10053521467727224,0.5245709758566686,HYPO_ventral,hypothalamus,#997d87
HYPO_ventral2,0.04760545363983121,0.028066922277534212,0.016668530663856405,0.0330899109262096,1.0,0.07229704337874811,0.06442557354407032,0.45367489383347337,0.37973444475215573,0.03584615645938402,0.3874311474668102,0.0012085863392056317,0.001232631481386137,0.0028476754466138722,0.00029482085144626495,0.001617219376043468,0.0003436186443197789,0.0005653328784885932,0.0007131477730828439,0.0009335596298041532,0.0014737931754890308,0.0012126155198586435,0.0017634859259945388,0.003301523189932061,0.009336830056600864,0.0033591580674146647,0.0015125391868722436,0.016750393298741346,0.0007357086101837232,0.01592156858294091,0.00448119374871231,0.010865188215015838,1.0,0.0030533070903393162,0.023338786951708757,0.0799629759465267,0.1440109127458864,0.25945654405961,0.3761674630974153,0.0017802500125568646,0.03660559788399037,0.016345881146013017,0.0018636459812065593,0.0019296381199109267,0.00909084893791882,0.009996627644014568,0.023727852352162574,0.043603741174258234,0.0010726546748811004,0.0263580384841872,0.1841871619298273,0.02827247674855034,0.08421647244579278,0.2384316639464669,0.11807619869045578,0.08946764082621757,0.11428867761212674,0.0095582212084344,0.4267998858716292,HYPO_ventral2,hypothalamus,#5a0007
PIA_dorsal,0.11601807371086957,0.24247368609931097,0.07842164484533645,0.20718263771296463,0.11236313258152596,0.1701580887111441,0.12505681598531107,0.03688296067529991,0.06201938474599517,0.4280117645679972,0.6709895112061028,0.02604983903412237,0.012773138550388464,0.015083205784722237,0.0012377950998125266,0.008848834847525121,0.0011354964038634463,0.0047636141346277345,0.0033491208923366205,0.0451230009505327,0.02487269563170736,0.0072320444236476725,0.01957963135229178,0.015609826208494463,0.053830560931176365,0.017961816221115968,0.006614481454997983,0.04667564298273376,0.03328591062870133,0.007703541280199756,0.0027552713080827157,0.05004854472648843,0.0033155561523576078,0.0021071256139611532,0.03297494815630963,0.005564306290949953,0.027126502690546665,0.03998716328733816,0.03012640145386749,0.0024092788681332727,0.1863494886643416,0.02736453541520096,0.007919523699949303,0.014819175049433917,0.0031030745517373302,0.049494179939076496,0.08135466836770734,0.06950109754504108,0.10472263352924839,0.03002135684474884,0.5678696176839584,0.03373569097500888,0.1691918342566695,0.30662340813203215,0.0805192359582427,0.03994664100364922,0.04138218207416493,0.02390205538890182,0.5644408854496076,PIA_dorsal,"pia, lateral ventricle",#809693
PirCTX_L1,0.30916448096945676,0.6548456314608534,0.056037866287062456,0.09468440971376131,0.027176207869676623,0.2573476824607213,0.03605863634848721,0.019030078693939276,0.039392141255698315,0.07853508068923304,0.16344560368122693,0.020628771271306894,0.06818679992081969,0.06919775455476089,0.0016782583727748253,0.009484868982128795,0.0021774551003770864,0.003931400399315898,0.004587530307915836,0.022003878129176,0.008555619976273672,0.0091924437316731,0.0662053805392016,0.02605946298419378,0.1311584054215371,0.05975071247115653,0.048172162418263706,0.035792381098452175,0.2421523824966722,0.0026094123340967184,0.004877529269965227,0.10714227030715784,0.0036388320132842355,0.0021707918837136266,0.027555068787485527,0.00551762654672187,0.047253322633498206,0.018506805593707574,0.024032107864570662,0.0009352013880278171,0.3755021739495238,0.07638911103640984,0.006646164466898824,0.009377483176735844,0.002230280695844874,0.056594226883848305,0.4827493623571199,0.28215437897401835,0.0037698838706675913,0.06051596714625552,0.36655817451491585,0.07337662021851776,0.09129629247387662,0.44408898038219036,0.0421831381048411,0.02121088846287136,0.010495025461837507,0.16029115571068084,0.3074924115921465,PirCTX_L1,piriform cortex,#6a3a4c
PirCTX_L2/3,0.43704761637945866,0.9312107064990094,0.08087390405316969,0.11455101964711355,0.03352374625122042,0.37830152350310775,0.04845940466302019,0.029318940160577935,0.07009493215775173,0.0486615069770196,0.28828816970770477,0.07367243551957256,0.23175808423408314,0.046953195349232014,0.00589359152595257,0.02495713366396942,0.005805025221502236,0.013167506517608797,0.015792713924160432,0.08824988712123752,0.014440906275323493,0.018344916749364424,0.10469931565092297,0.025394073311998434,0.11149245673586079,0.13921721704100504,0.03609231124270074,0.08430656986986862,1.0,0.0034619722541885016,0.010485947746037106,0.23135023798599536,0.009867571585572782,0.003350963346189229,0.06402456428673096,0.009123437244351426,0.12644608929213275,0.02837412532609295,0.03440834608119952,0.0018008573124360344,0.6459548559844943,0.1852673045131192,0.013121921455532546,0.014897553797199882,0.003552705905162462,0.15466021193201332,0.651707275262874,0.8660043260052543,0.004888907922475192,0.12964941874299338,0.5181899225549625,0.1553277057339936,0.1571586818083027,0.8178821396317167,0.03647017468551438,0.012115915045761351,0.0038268006158129098,0.3980200058440475,0.4278435031878362,PirCTX_L2/3,piriform cortex,#1b4400
STR,0.23607320903224108,0.384897605916761,0.2932705296840215,0.28316943690284646,0.03350510158352452,0.8459158469603757,0.051973628572411106,0.04595059617327779,0.07024806428088683,0.2698095111580092,0.3896932359690615,0.003708190108737089,0.01998347613530864,0.02419917122770684,0.002169551522256751,0.01612359583925847,0.0016706405779162163,0.0022231422681490694,0.0029289508705602554,0.015963509493614504,0.028471720020287136,0.01619082966913986,0.01916213490135627,0.019054211649692714,0.04335879217702232,0.01888673143468853,0.012191519277843788,0.05502716123390432,0.011397487478322303,0.009069503092719266,0.0030164915668617113,0.0454134456132948,0.003402136914676948,0.002175684935643875,0.05644412354719332,0.009172086551001074,0.04013876029298876,0.018056683829150648,0.020241531595209927,0.00158364529391831,0.17716887843934914,0.21096508862902688,1.0,1.0,0.0066133577684618005,0.1181154928206492,0.12876607716859398,0.07318889762626389,0.009221687500297554,0.06428033574754033,0.7149554233064211,0.043339592960937215,0.14133873383540882,0.47769879691203193,0.2173969903353788,0.175587857976744,0.1954827949125328,0.04215588300568201,0.19076509706882178,STR,striatum,#4fc601
THAL_latHabenula,0.03540244090555347,0.02523731586053018,0.012449347532091176,0.0342809931474253,0.26787580668196614,0.04823548756801263,0.10349114299994955,0.11094064552312605,0.1265739347341048,0.12043680960632418,0.12279076756516477,0.0026415451342608276,0.0018932257955063861,0.002974565578639737,0.0007860465370803132,0.003651719210419598,0.0004012890591923505,0.002311622688799498,0.000893137254431637,0.0013505049784213541,0.0017572774249393767,0.0009435328920119979,0.0018552276001461798,0.004457323337865125,0.009547162148237321,0.002644729238377908,0.0012532414093507618,0.014342636118422888,0.00133975645392477,0.016471343542938274,0.013934849293106243,0.013682815319500016,0.005790703257111713,0.005624429738437088,0.04339934987509808,0.08958183992649504,0.07125162552091936,0.16677325114420233,0.07725769109097894,0.043677842980581416,0.0532683387011492,0.015404394635138976,0.002145099036533129,0.0017083264761533928,0.004592940324646569,0.006915873492801267,0.019607778192078783,0.030185236175490314,0.003927884583654536,0.01860546477634156,0.11812821830538782,0.018007689045055817,0.062095349437843804,0.20350943121197865,0.07915418946298707,0.04920146629094153,0.04998361996063929,0.013015717095888992,0.37439795656196,THAL_latHabenula,thalamus,#3b5dff
THAL_lateral,0.062375541263011716,0.04602305467591782,0.020853419568249734,0.050006887644113526,0.1086819534877114,0.06404591148995602,0.07555828844538065,1.0,0.7472685509892399,0.023909348023656168,0.21353100459237023,0.0013670401140018454,0.001640840096789878,0.00631086315759043,0.0007446151965560479,0.006073932399527233,0.004162095477599106,0.0009783922240359677,0.0010307683201061482,0.002427223208876799,0.0034612496129132553,0.003720952943825881,0.006192192178578045,0.01590871868607074,0.013868797151886223,0.008451589607350386,0.003748653421161523,0.049197754983645134,0.0015889338788607071,1.0,0.17240960994101787,0.01034406333721603,0.002107856583303242,0.00653163320242292,0.002335989634930928,0.015481315930789176,0.02007729735897117,0.0038623827872631923,0.07810654821112095,0.0006635767096739018,0.031165587427921505,0.011654245945266227,0.003195747530564014,0.0029504627602255484,0.01597796358602508,0.01670426930296369,0.01850026024209926,0.03325976574650463,0.0014971077457110679,0.038556488404162724,0.2750465361889717,0.008335253651839162,0.00865045269374845,0.2734389141077297,0.13711591820375632,0.3110627704638263,0.12337545176855691,0.005599575758064621,0.08593445049950076,THAL_lateral,thalamus,#4a3b53
THAL_lateral2,0.07678751793097162,0.052683643508006923,0.02906007742768515,0.10087542332723427,0.1649578394660686,0.11408033506949176,0.2117410056460554,0.8222510156386147,0.42129017886673015,0.16086701925461475,0.3387571308422419,0.0018894245614146335,0.0015830103549244702,0.005015889713216228,0.0004581942002092565,0.004791657413204306,0.001131042300780594,0.000751518807016352,0.0009593426225485956,0.0016866072393199264,0.0038574366453035082,0.002970970041218683,0.003925237222629674,0.012045089980928266,0.014739276496382793,0.00604803053940073,0.0026283714644650662,0.026652334690349513,0.0011400433319290405,0.1000206413639646,0.008994583252003365,0.01133965859966003,0.0028357477792213055,0.002298333232575246,0.007925379024966796,0.06975274134686298,0.06491970957567261,0.03600921169581418,0.14572667656071467,0.0008935411168550331,0.08367680286353121,0.014757646047709946,0.0037899787053644876,0.003381789901261185,1.0,0.12210026354535443,0.040854131244114966,0.04911620469984554,0.003971522316786184,0.0441992716778511,0.34432621040871797,0.013294736116244786,0.04201648647909742,0.30427753696831866,0.23280601698530104,0.31319553016228835,0.29066164678629736,0.0074799732518118145,0.13745935496915734,THAL_lateral2,thalamus,#ff2f80
