,q05_spot_factorsAstro_AMY,q05_spot_factorsAstro_AMY_CTX,q05_spot_factorsAstro_CTX,q05_spot_factorsAstro_HPC,q05_spot_factorsAstro_HYPO,q05_spot_factorsAstro_THAL_lat,q05_spot_factorsAstro_THAL_med,q05_spot_factorsAstro_WM,q05_spot_factorsExt_Amy_1,q05_spot_factorsExt_Amy_2,q05_spot_factorsExt_ClauPyr,q05_spot_factorsExt_Hpc_CA1,q05_spot_factorsExt_Hpc_CA3,q05_spot_factorsExt_Hpc_DG1,q05_spot_factorsExt_Hpc_DG2,q05_spot_factorsExt_L23,q05_spot_factorsExt_L25,q05_spot_factorsExt_L56,q05_spot_factorsExt_L5_1,q05_spot_factorsExt_L5_2,q05_spot_factorsExt_L6,q05_spot_factorsExt_L6B,q05_spot_factorsExt_Pir,q05_spot_factorsExt_Thal_1,q05_spot_factorsExt_Thal_2,q05_spot_factorsExt_Unk_3,q05_spot_factorsInh_1,q05_spot_factorsInh_2,q05_spot_factorsInh_3,q05_spot_factorsInh_4,q05_spot_factorsInh_5,q05_spot_factorsInh_6,q05_spot_factorsInh_Lamp5,q05_spot_factorsInh_Meis2_1,q05_spot_factorsInh_Meis2_2,q05_spot_factorsInh_Meis2_3,q05_spot_factorsInh_Meis2_4,q05_spot_factorsInh_Pvalb,q05_spot_factorsInh_Sst,q05_spot_factorsInh_Vip,q05_spot_factorsLowQ_2,q05_spot_factorsMicro,q05_spot_factorsNb_1,q05_spot_factorsNb_2,q05_spot_factorsOPC_1,q05_spot_factorsOPC_2,q05_spot_factorsOligo_1,q05_spot_factorsOligo_2,q05_spot_factorsUnk_1
exper0_location_0,3.54547550159623e-05,4.0026755414146464e-05,3.016503078470123e-05,7.055513524392154e-05,0.00017847886047093198,0.00013542704982683063,9.760803186509294e-05,7.706805117777549e-05,5.929433382334537e-06,2.3078215008354165e-06,4.559277135740559e-06,2.9271042535583548e-06,0.010669526737183334,8.590102424932411e-06,1.5769309720781168e-05,1.00594486866612e-05,2.1514193667826474e-05,3.3084217830037235e-05,4.086555418325588e-06,1.8321220181860553e-06,1.0948935369015091e-05,0.06590128242969513,3.705016445110233e-06,2.928758431153256e-06,3.110195882527478e-06,2.5055281639652094e-05,1.4349182083606139e-05,8.980163693195211e-06,1.2667640703512006e-05,8.296306759802974e-06,5.716385767300381e-05,0.01395977116189897,3.2570347798355213e-06,2.043331987806596e-05,2.192836946051102e-05,0.00011999086018477102,5.823710434924579e-05,0.00027930632350035015,7.251723363879136e-05,1.176443811345962e-06,6.892067290209525e-06,4.238744822941953e-05,8.609297728980891e-05,9.120295217144304e-05,2.6448400240042248e-05,4.143647606724698e-06,1.5062494776429958e-05,1.5840613468753875e-05,0.00028986776596866547
exper0_location_1,1.4160427508613794e-05,1.602740712769446e-05,1.34931158299878e-05,2.07119100195996e-05,1.135611669269565e-05,1.3328590966921183e-05,1.672467715252424e-05,6.311436227406375e-05,1.1590699659791426e-05,8.543896046830924e-06,5.214576140133432e-06,2.28665348913637e-06,2.603988912142086e-06,2.7195845359528906e-05,2.024429932134808e-05,3.127575564576546e-05,1.5684438130847413e-05,5.397582081059227e-05,2.62624901097297e-06,8.249183792941039e-07,3.609150789998239e-05,0.000549626152496785,8.522097141394625e-06,3.859528237626364e-06,4.1119461457128637e-05,0.004790859878994525,8.113889225569438e-06,3.0636951578344453e-06,5.7994842109110324e-06,6.874332666484407e-06,5.871871107956395e-05,0.039468873851001264,1.135331258410588e-05,1.2364995109237498e-05,1.1878243230967201e-05,5.156120982974244e-06,2.37687447679491e-06,1.0885118945225258e-05,1.5019385682535359e-05,0.003106604528147727,4.618215984919517e-06,0.025632791686803102,0.004213282326236367,0.00078123259881977,2.527026290408685e-05,4.739733299174986e-06,1.4060764715395639e-05,2.5038151943590495e-05,0.00037457405123859645
exper0_location_2,0.00016053144354373218,0.0005824773019412532,8.371907133550848e-05,0.00012269370708963833,7.623325327585919e-05,4.0701460966374726e-05,0.00011316544951114337,0.0021646776935085655,1.6467363138872316e-06,1.3697027327452816e-06,2.328879315882659e-06,5.886151171807797e-07,6.09520071748193e-07,1.5320710360811065e-06,1.8025030726676051e-06,2.8945886015208095e-06,2.064915440769255e-06,8.278408449768903e-06,2.36174344081519e-06,1.655995066585092e-06,1.8369775261817268e-06,0.0043027053587138655,1.263976696463942e-06,0.0002469162995112129,3.011276776305749e-05,2.541817784731393e-05,4.914382157039654e-06,8.916456295082753e-07,4.739433325084974e-06,1.2940911915393372e-06,6.4431103965034715e-06,1.2118606309741154e-05,4.150983841100242e-06,1.143875902016589e-05,1.2353547901966522e-06,3.286562855464581e-06,6.231341512830113e-06,0.03176671173423529,5.604216880783497e-06,2.0932335928591786e-06,1.0855042637558654e-05,0.005519335134886205,3.07444758618658e-05,6.803525429859292e-05,2.1505928361875704e-05,9.375668487336953e-05,1.9818177497654692e-05,2.9604272822325586e-05,0.0001249652137630619
exper0_location_3,3.4539493026386483e-05,0.00011669961313600654,6.112840146670351e-05,0.00010021229718404356,5.704970044462244e-05,8.670263596286532e-05,3.753864057216561e-05,7.702591246925295e-05,2.2358793444254846e-06,1.2542647652935558e-06,3.596923238546879e-06,4.810569450341973e-07,6.306790339749569e-07,1.8484959412035096e-06,1.6733679444769224e-06,3.3604418831600927e-06,5.715854513255181e-06,4.567773544295051e-06,8.538975720284726e-07,7.966383208213302e-07,3.951694998249877e-06,4.0753116445557685e-05,4.290839228815457e-06,4.588835327012931e-06,4.031654430036724e-06,1.877760763591141e-06,2.2028959847375518e-06,1.1123638500976086e-06,8.434872370344237e-06,3.1539039241579304e-06,8.894207940102208e-06,0.00011638394971669186,4.096699831279694e-06,5.949830301688053e-06,4.3026096392395634e-07,9.839916174314568e-07,9.49044425624379e-07,8.746990346253369e-07,2.805364056257531e-06,0.0162278326228261,1.2958834849996495e-05,0.00271051018498838,0.0006471354106906801,9.772042249096557e-05,9.330013126600534e-05,0.0011588569148443639,0.00037572678993456063,0.00026419211208121855,0.00012234591449669096
exper0_location_4,3.838883151274786e-06,4.139194015806424e-06,2.483365551597672e-06,5.461099317471963e-06,6.560234351127292e-06,5.155438725523709e-06,5.697287178918487e-06,1.9725370657397433e-05,9.484843523921429e-08,1.357764496390246e-07,2.0713063975108528e-07,2.6701237487714025e-07,3.3361865234837753e-07,2.8450053974893307e-07,3.0690815151501737e-07,3.419490312239759e-07,5.491248117550641e-07,1.7971523902815535e-06,2.7378086144835837e-07,5.011186374304089e-07,2.6610823198325314e-07,3.070125876547536e-06,1.013578394548631e-07,1.3363661821585997e-06,2.928838057414396e-07,9.317340357029026e-07,4.444637170308852e-07,1.6988658515515451e-07,8.243658356832385e-07,2.565397338116782e-07,3.089767787400888e-07,4.234748166709324e-06,1.9845478448132784e-06,3.212735308011361e-07,2.3345716542166884e-07,3.406023722618556e-07,6.178929493216856e-06,2.3138725009630434e-05,1.2874261813067277e-06,0.06879632100462914,4.16085180177106e-07,3.8022512853785884e-05,7.805736186128344e-06,0.03349147681146861,1.9350437014509224e-06,0.0009825758635997773,3.8554611091967675e-05,4.912412787234643e-05,1.5377675163108508e-05
exper0_location_5,2.088069766159606e-06,2.870709806757077e-06,2.8332134661468444e-06,3.073364609917917e-06,6.435420323214203e-06,3.1139626230469733e-06,4.280601274331276e-06,1.9057428107771558e-05,2.393327804384171e-07,2.419296656341885e-07,1.5368339575161373e-06,1.3581443113253044e-06,1.2619440724392915e-06,1.3309796167959576e-05,1.4380936954694335e-05,0.0036099593620747324,4.060025321450667e-06,7.367244302258769e-06,5.99559530201077e-06,1.08595015717583e-06,1.0131067313068346e-06,1.857068650679139e-06,4.3941376191014566e-07,1.0360207873816308e-07,2.396286113537372e-07,2.835430464642741e-07,2.5426990362120706e-07,6.860811510023269e-08,3.6935540776994457e-07,1.1076438113377663e-07,9.925648285502578e-08,2.134908186235407e-07,9.572128107038226e-07,3.4504286077208236e-07,3.565414459671956e-07,5.410699486674276e-07,7.489553212280954e-07,3.4773037214108626e-06,8.288440284331956e-07,3.8971225251316356e-07,6.246458565328793e-06,8.53978681334411e-06,0.0001875221889349632,0.005601614806801081,4.4244846151286767e-07,2.4227019707723232e-06,4.247030346959946e-07,8.11651491972043e-07,4.4726408123096914e-05
exper0_location_6,3.994460303147207e-06,4.56087088878121e-06,5.507441551344527e-06,6.371109566316591e-06,5.917867315474723e-06,1.2689475761362701e-05,6.909362014084763e-06,5.248910179034283e-06,3.0836208679829725e-07,1.956579403383785e-07,1.632410118190819e-06,6.417791666990524e-07,1.8334858680191245e-07,9.922133358486463e-07,8.289374278547257e-07,7.910503086350219e-07,1.1508284671890578e-06,3.132469288402717e-07,3.2563398661977776e-07,1.3471992417635192e-06,7.236854287384632e-07,2.2467437815976155e-06,4.579719572461727e-07,7.791736926776595e-08,8.308739261053688e-08,4.1083492305915577e-07,3.113067009508086e-07,2.019336292846674e-07,9.523940178723935e-07,3.504709439994258e-07,4.2061226395162527e-07,8.353065169330876e-07,5.528764262408004e-07,8.317105852029272e-07,5.918461255305374e-07,1.4305478259757365e-07,2.9160310361930896e-07,0.019635526183992627,5.700869479596804e-07,3.252184581015172e-06,4.0070896005772744e-07,4.423303539624612e-06,2.0188345388305606e-05,1.1012244931407623e-05,2.6493634095459133e-06,1.4253534004637915e-06,1.446883914013597e-06,2.819841881773755e-06,3.129934430035064e-05
exper0_location_7,7.270138007697824e-06,6.525749358843314e-06,3.4630560548976067e-06,8.087829974101625e-06,5.754006838287751e-06,3.4383812476335152e-06,6.091027444199427e-06,9.299841531174025e-06,1.3205922016368278e-06,6.988494902770981e-07,4.819191900651277e-07,3.0969315616857786e-06,9.988143787609261e-08,2.15677732740005e-06,1.8860844647861088e-06,6.921242743374023e-07,3.5941542478212797e-06,6.053152304730247e-07,2.5542129833411314e-07,3.6468370581133056e-07,2.4807777805335717e-07,1.2497859927407262e-06,2.0918120497981364e-07,1.7170954151879414e-06,1.8002030742536591e-06,4.3477515276890704e-07,5.943518345929988e-07,2.746276408061022e-07,3.212544322650502e-06,5.781088106004973e-07,2.1784285763715164e-06,1.3630646776618961e-06,5.978018384666939e-06,7.954139732646581e-07,3.5692418549615467e-07,5.962749980881199e-07,2.663520263013197e-06,0.006327825598418713,1.509441894995689e-05,3.2168727329917602e-06,3.4785120533342708e-06,5.172772871446797e-05,2.7183744987269164e-05,0.0002655849428265355,6.393986637931448e-07,5.374083684728248e-07,7.446318932124996e-07,1.337530915179741e-06,5.1441565301502126e-05
exper0_location_8,0.0004729157662950456,6.703828767058439e-05,5.284190610836959e-05,4.4795830945076887e-05,0.00011768471813411453,0.00031011529354145755,0.00014190168076311238,4.156987324677175e-05,6.110404882520016e-07,6.43863231175601e-07,1.1513359413584113e-05,9.6173898498364e-07,7.822267946266948e-07,2.383186631504941e-06,3.186039759839332e-06,6.256626193135163e-07,1.3229693138328005e-06,2.1964237362226417e-06,8.238288188522348e-07,1.973366011043254e-07,1.305695928977002e-06,3.99154447222827e-05,4.793714126094529e-07,6.782138200378541e-07,6.081071973085272e-07,3.1666677273278767e-06,1.3198039880535362e-06,1.4872333679250006e-06,3.7790194824083303e-06,4.090644256393717e-06,3.401781521006342e-06,1.2658790501518524e-05,3.165340285704588e-06,1.352477363525395e-06,3.688554897962604e-07,7.013020962176599e-07,6.972339662070226e-07,0.0003365607582964003,2.4122911781887524e-05,2.6111945430784546e-06,2.4033679665080853e-06,0.07124001979827882,2.401374485998531e-05,8.759657139307819e-05,0.0001192731950141024,3.853241855722445e-06,0.0018515889998525382,3.395950407139026e-05,5.119151555845747e-05
exper0_location_9,0.10561544746160506,8.173406240530312e-05,1.4656941402790835e-05,3.814836327364902e-05,9.351242551929318e-05,5.0867407117038967e-05,8.63018347445177e-05,8.439802331849933e-05,8.651298522011076e-08,2.74084381146622e-07,4.254378524137792e-07,1.89325869826007e-07,1.7250141155500389e-07,1.021002964307627e-06,1.3081398833492132e-06,4.238665098910133e-07,2.873919910939549e-07,4.134823527124354e-07,1.494307397820194e-07,4.135307591468518e-07,1.8598433797478723e-07,1.376219404392032e-06,1.728582304849624e-07,5.185013918662663e-07,5.799078820700744e-07,2.458239322322697e-07,3.644779837941315e-07,3.4439743785696923e-07,7.045820154871764e-07,2.595809647232273e-07,9.713686267787126e-07,6.729553774675878e-07,6.827532672559755e-07,3.295764756217068e-07,6.091135446695262e-07,2.797725528580486e-07,4.0228789828233867e-07,0.0014270253363065422,1.048140688908461e-06,0.00017928059605765156,2.597324211706109e-07,1.1787759740400363e-05,6.71083325869404e-06,3.355734679644229e-05,2.5210223384419805e-06,5.2701381900988056e-05,8.73112276167376e-06,5.144220995134675e-06,1.09283672827587e-05
